category,city/state,language,impact,Type of Policy,expiration,section
Restricts/Delays Interrogations,Nevada Police Bill of Rights,"Except as otherwise provided in this subsection, a law enforcement agency shall, not later than 48 hours before any interrogation or hearing is held relating to an investigation conducted pursuant to NRS 289.057, provide a written notice to the peace officer who is the subject of the investigation. If the law enforcement agency believes that any other peace officer has any knowledge of any fact relating to the complaint or allegation against the peace officer who is the subject of the investigation, the law enforcement agency shall provide a written notice to the peace officer advising the peace officer that he or she must appear and be interviewed as a witness in connection with the investigation. Any peace officer who serves as a witness during an interview must be allowed a reasonable opportunity to arrange for the presence and assistance of a representative authorized by NRS 289.080. Any peace officer specified in this subsection may waive the notice required pursuant to this section.
 
  2.__The notice provided to the peace officer who is the subject of the investigation must include:
 
  (a)_A description of the nature of the investigation;
 
  (b)_A summary of alleged misconduct of the peace officer;
 
  (c)_The date, time and place of the interrogation or hearing;
 
  (d)_The name and rank of the officer in charge of the investigation and the officers who will conduct any interrogation or hearing;
 
  (e)_The name of any other person who will be present at any interrogation or hearing; and
 
  (f)_A statement setting forth the provisions of subsection 1 of NRS 289.080.",48 hour delay,State Law,None,NRS 289.060.1
Restricts/Delays Interrogations,Nevada Police Bill of Rights,"The law enforcement agency shall allow the peace officer who is the subject of the investigation or who is a witness in the investigation to explain an answer or refute a negative implication which results from questioning during an interview, interrogation, or hearing.",Gives officers the right to explain an answer or deny an accusation at any time during interrogation,State Law,None,NRS289.060.D
Restricts/Delays Interrogations,Nevada Police Bill of Rights,"The law enforecement agency shall limit the scope of the questions during the interrogation or hearing to the alleged misconduct of the peace officer who is the subject of the investigation. If any evidence is discovered during the course of an investigation or hearing which establishes or may establish any other possible misconduct engaged in by the peace officer, the law enforcement agency shall notify the peace officer of the fact and shall not conduct any further interrogation of the peace officer concerning the possible misconduct until a subsequent notice of that evidence and possible misconduct is provided to the peace officer pursuant to this chapter.",Limits questions that can be asked to involve only one alleged violation,State Law,None,NRS289.060.C
Restricts/Delays Interrogations,New Mexico Police Bill of Rights,An officer shall not be subjected to offensive language or illegal coercion by his interrogator in the course of the interrogation session,Limits the type of language and incentives used during interrogation,State Law,None,29-14-4.D6
Restricts/Delays Interrogations,New Mexico Police Bill of Rights,"During an interrogation session, the following requirements shall be adhered to:
 
 1) Each interrogation session shall not exceed two hours unelss the parties mutually consent to continuation of the session
 
 2) There shall not be more than two interrogation sessions within a twenty-four hour period, unless the parties mutually consent to additional sessions, provided that there shall be at least one-hour rest period between sessions
 
 3) The combined duration of an officer's work shift and any interrogation sessions shall not exceed fourteen hours within a twenty-four hour period","Limits interrogations to two 2-hour sessions within 24 hour time period, and fourteen hours when combined with officer's work shift",State Law,None,29-14-4.D
Restricts/Delays Interrogations,New Mexico Police Bill of Rights,There shall not be more than two interrogators at any given time,Limits the number of interrogators to two,State Law,None,29-14-4.D4
Restricts/Delays Interrogations,North Las Vegas,"The notification memo that asks the person to schedule an appointment with the investigator will inform that person to have the Association representative make the appointment, if they want a representative. The appointment shall be made within four (4) working days of receipt of said notice. The interrogation shall be conducted at a time when the peace officer is on duty, unless the seriousness of the investigation dictates otherwise. However, no administrative interview or
 
 interrogations, in which the officer could receive punitive action, shall be
 
 conducted without, at least forty-eight (48) hours notice. If the peace officer is on a
 
 non-paid status, he shall receive call back pay; if under administrative leave with
 
 pay, no additional compensation shall be paid unless the officers is required to be interviewed or interrogated outside of his administratively modified shift hours; is interrogated for a period of time which would extend beyond his assigned shift (10 hours); or would require travel which would extend beyond his assigned shift (10 hours).",48 hour delay,Contract,6/30/12,22.4.D
Restricts/Delays Interrogations,North Las Vegas,"The interrogation session shall be for a reasonable period of time, taking into
 
 consideration the gravity and complexity of the issue being investigated. During
 
 the interview/interrogation, the officer and his representative shall be allowed
 
 breaks to confer with his representative or counsel, if reasonable and requested
 
 by the officer. All rights guaranteed by NRS 289.060 and/or 289.080 shall apply.","Limits interrogations to 'reasonable period,' gives officers breaks that are not given to civilians",Contract,6/30/12,22.4.E
Restricts/Delays Interrogations,North Las Vegas,"The peace officer under interrogation shall not be subjected to offensive language or threatened with transfer or disciplinary action, or loss of his job. No promise of award shall be made as an inducement to answering any question.",Limits type of language and incentives used during interrogation,Contract,6/30/12,22.4.F(1)
Restricts/Delays Interrogations,Oklahoma City,"All interviewing shall be specifically, directly and narrowly related to the officer's actions which formed the basis for the investigation.",Limits the type of questions that can be asked,Contract,6/30/15,Addendum E.2.E
Restricts/Delays Interrogations,Oklahoma City,Interviewing sessions shall be for reasonable periods of time and shall be timed to allow for such personal necessitites and rest periods as are reasonable required.,Limits interrogations to 'reasonable period',Contract,6/30/15,Addendum E.2.F
Restricts/Delays Interrogations,Oklahoma City,"The officer being interviewed shall not be subjected to any questioning intended to confuse or entrap the oficer into providing conflicting responses or to offensive language or threatened with transfer, dismissal, or disciplinary action. An officer can be informed a failure to answer questions may result in disciplinary action. No promise or reward shall be made as an inducement to obtain testimony or evidence.",Limits the type of language and incentives used during interrogation,Contract,6/30/15,Addendum E.2.G
Restricts/Delays Interrogations,Omaha,"An accused officer shall be informed of the nature of the investigation and shall receive a written notice of the allegations being investigated against such officer at least twenty-four (24) hours prior to the formal interview by the Police Department. The written notice shall contain the following information: (1) the allegations of the complaint; (2) the time and date and location of the incident giving rise to the investigation, if known; (3) if the complaint is a written document from an anonymous source, such written document shall be provided to the employee. If there exists a written complaint from a City employee (sworn or non-sworn), such document shall not be provided to the accused employee. In the event that the procedures set forth above are not followed, the charges against the officer will be dismissed without prejudice.",24 hour delay,Contract,12/21/13,6.7
Restricts/Delays Interrogations,Omaha,All questions directed to the employee during the interview shall be asked by only one interviewer at one time.,Only one interrogator can ask questions at a time,Contract,12/21/13,18a.F
Restricts/Delays Interrogations,Omaha,"An accused officer shall be informed of the nature of the investigation and shall receive a written notice of the allegations being investigated against such officer at least twenty-four (24) hours prior to the formal interview by the Police Department. The written notice shall contain the following information: (1) the allegations of the complaint; (2) the time and date and location of the incident giving rise to the investigation, if known; (3) if the complaint is a written document from an anonymous source, such written document shall be provided to the employee. If there exists a written complaint from a City employee (sworn or non-sworn), such document shall not be provided to the accused employee. In the event that the procedures set forth above are not followed, the charges against the officer will be dismissed without prejudice.",Gives officers access to information about the nature of the investigation prior to an interrogation,Contract,12/21/13,6.7
Restricts/Delays Interrogations,Omaha,"An employee shall not be subjected to any offensive language, nor shall he be threatened with dismissal, transfer or other disciplinary punishment as a guise to attempt to obtain his resignation, or shall he be intimidated in any other manner. No promises or rewards shall be made to the employee as an inducement to answer questions.",Limits the type of language and incentives used during interrogation,Contract,12/21/13,18a.B
Restricts/Delays Interrogations,Omaha,"The interview session shall be for a reasonable period taking into consideration gravity and complexity of the issue being investigated. The person being interviewed shall be allowed to attend his own personal physical necessities, telephone calls, and rest periods, with one ten (10) minute intermission every hour.","Limits interrogations to 'reasonable periods,' gives officers breaks that civilians dont get",Contract,12/21/13,18a.G
Restricts/Delays Interrogations,Orlando,"During internal investigations or interrogations, questions must be limited to the circumstances surrounding the employee's alleged violation, and information relating directly to the violation at hand. In instances of alleged criminal acts and with respect to investigation of charges involving a series of alleged misconduct, such as harassment. Questions may also be asked relating to other violations of the same category. Employees will be required to answer truthfully all case-related questions asked of them.",Limits the type of questions that can be asked,Contract,9/30/16,5.5.I
Restricts/Delays Interrogations,Orlando,No more than one person shall ask questions at any time.,Only one interrogator can ask questions at a time,Contract,9/30/16,5.5.C
Restricts/Delays Interrogations,Orlando,The employee will not be threatened with transfer or any disciplinary action as a means of obtaining information. The employee cannot be subjected to abusive language or promise of reward as inducement for answering questions,Limits the type of language and incentives used during interrogation,Contract,9/30/16,5.5.E
Restricts/Delays Interrogations,Orlando,"The length of questioning periods must be reasonable, with rest periods being called periodically for personal necessities, meals, and telephone calls. All questioning will normally be conducted in the Orlando police Headquarters Building","Limits interrogations to 'reasonable periods,' gives officers breaks that civilians dont get",Contract,9/30/16,5.5.D
Restricts/Delays Interrogations,Phoenix,During the course of the administrative investigation the investigator will not intentionally misrepresent any fact or material issue to the unit member.,Limits the type of questions that can be asked,Contract,6/30/16,1.4.B.4(2)
Restricts/Delays Interrogations,Phoenix,"If during the course of the above mentioned investigation, information is learned concerning additional misconduct on the part of the unit member being interviewed, an NOI will be issued to the unit member prior to the unit member being questioned about the additional misconduct information.",Limits questions that can be asked to involve only one alleged violation,Contract,6/30/16,1.4.G.4
Restricts/Delays Interrogations,Phoenix,"The interview/interrogation session shall be a reasonable period of time,
 
 taking into consideration the gravity and complexity of the misconduct being
 
 investigated.",Limits interrogations to 'reasonable period',Contract,6/30/16,1.4.B.2
Restricts/Delays Interrogations,Portland,"Interviews shall not be overly long. The officer shall be entitled to such reasonable intermissions as the officer shall request for personal necessities, telephone calls, and rest periods, with one ten (10) minute intermission every hour, if the officer requests",Limits interrogations to not be 'overly long',Contract,6/30/20,61.2.2.6
Restricts/Delays Interrogations,Portland,"All interviews shall be limited in scope to activities, circumstances, events, conduct or acts which pertain to the subject investigation.",Limits questions that can be asked to involve only one alleged violation,Contract,6/30/20,61.2.2.7
Restricts/Delays Interrogations,Portland,Interviews shall be done under circumstances devoid of intimidation or coercion and shall not otherwise violate the officers Constitutional Rights. The officer shall not be subjected to abusive language. No promise of reward shall be made as an inducement to answer questions.,Limits the type of questions that can be asked,Contract,6/30/20,61.2.2.5
Restricts/Delays Interrogations,Rhode Island Police Bill of Rights,The interrogation shall be suspensed for a reasonable amount of time until representation can be obtained.,Delays interrogations for a 'reasonable amount of time' for the officer to obtain counsel,State Law,None,42-28.6-2(9)
Restricts/Delays Interrogations,Rhode Island Police Bill of Rights,All questions directed to the officer under interrogation shall be asked by and through one interrogator,Limits the number of interrogators to one,State Law,None,42-28.6-2(3)
Restricts/Delays Interrogations,Rhode Island Police Bill of Rights,"Any law enforcement officer under interrogation shall not be threatened with transfer, dismissal, or disciplinary action.",Limits the type of language and incentives used during interrogation,State Law,None,42-28.6-2(7)
Restricts/Delays Interrogations,Rhode Island Police Bill of Rights,Interrogatin sessions shall be for reasonable periods and shall be timed to allow for such personal necessities and rest periods as are reasonable necessary,"Limits interrogations to 'reasonable amount of time,' gives officers breaks that are not given to civilians",State Law,None,42-28.6-2(6)
Restricts/Delays Interrogations,Rochester,"Unless the nature of the investigation requires immediate attention, the member shall be given at least 48 hours advance notice of any interview conducted under this Section.",48 hour delay,Contract,6/30/16,20.1.18
Restricts/Delays Interrogations,Rochester,"Shall not be subject to any offensive language nor shall he be threatened with transfer, dismissal or any other disciplinary punishment.",Limits the type of language and incentives used during interrogation,Contract,6/30/16,20.1.10
Restricts/Delays Interrogations,Sacramento,"When an employee is notified that he/she shall be subject to an IA interview, he/she shall be informed whether he/she is a
 
 witness or a principal. The employee shall normally be notified of the nature of the investigation no later than the day before the interview.",24 hour delay,Contract,6/21/19,3.3.2.a.1
Restricts/Delays Interrogations,Sacramento,"The length of employee investigative interviews shall be of a reasonable duration. Furthermore, the employee shall be entitled to a reasonable number of break periods for the purposes of personal hygiene, telephone calls and meals.","Limits interrogations to 'reasonable period,' gives officers breaks that are not given to civilians",Contract,6/21/19,3.3.2.a.1
Restricts/Delays Interrogations,Sacramento,"Except for emergency situations, employee investigative interviews shall be performed at the Sacramento Police Department.",Limits the location of interrogations to be conducted at the police department.,Contract,6/21/19,3.3.2.a.1
Restricts/Delays Interrogations,San Antonio,The Officer under investigation shall be informed 48 hours prior to being interrogated or asked to otherwise respond to an investigation,48 hour delay,Contract,9/30/21,29.2.C(1)
Restricts/Delays Interrogations,San Antonio,"The interview shall be completed with reasonable dispatch. Reasonable respites shall be allowed. Time shall be provided also for personal necessities, meals, telephone calls, and rest periods as are deemed necessary. Except in exigent circumstances where the seriousness of the complaint warrants an extended interrogation, or when the complaint will expire within 60 days, an officer shall not be required to submit to any single interview for longer than 6 hours.","Limits interrogations to 6 hour sessions max, limits interrogations to 'reasonable periods'",Contract,9/30/21,29.2.D
Restricts/Delays Interrogations,San Antonio,"The officer shall not be subjected to any offensive language, nor shall he be threatened with transfer, dismissal or other disciplinary punishment. No promise of reward shall be made as an inducement to answering questions.",Limits the type of language and incentives used during interrogation,Contract,9/30/21,29.2.E
Restricts/Delays Interrogations,San Diego,Any officer or officers under investigation will receive at least three (3) working days notice prior to an interrogation except where a delay will hamper the gathering of evidence as determined by an Assistant Chief.,72 hour delay,Contract,6/20/20,41.D.1
Restricts/Delays Interrogations,San Francisco,"In the event an OCC investigative hearing is determined to be appropriate and is scheduled, the affected employee and the complainant, prior to said hearing and upon seventy-two (72) hours' advance notice, shall have access to all evidence not deemed to be confidential pursuant to the Police Commission rules. Such access shall consist of inspection of materials and, upon request, copies of materials for use by the employee and the complainant.",72 hour delay,Contract,6/30/18,5.66
Restricts/Delays Interrogations,Seattle,"At least five calendar days and no more than thirty days prior to the interview, the Department shall provide notice to the Guild and the employee being interviewed. The Chief of Police, or Acting Chief of Police in the event the Chief is unavailable, may determine that notice of not less than one calendar day is appropriate for interviews in a specific case due to exigent circumstances.","5 day delay, with the option of having a 1 day delay in exigent circumstances",Contract,12/31/14,F.2
Restricts/Delays Interrogations,Seattle,"The employee shall not be subjected to any offensive language, nor shall the employee be threatened with dismissal, transfer, or other disciplinary punishment as a guise to attempt to obtain his/her resignation, nor shall he be intimidated in any other manner. No promises or rewards shall be made as an inducement to answer questions.",Limits the type of language and incentives used during interrogation,Contract,12/31/14,D.3.E
Restricts/Delays Interrogations,Seattle,"The questioning shall not be overly long and the employee shall be entitled to such reasonable intermissions as the employee shall request for personal necessities, meals, telephone calls, and rest periods.",Limits interrogations to not be 'overly long',Contract,12/31/14,D.3.D
Restricts/Delays Interrogations,Spokane,"All interviewing shall be limited in scope to activities, circumstances ,or events which pertain to an employee's conduct or fitness to hold office.",Limits the type of questions that can be asked,Contract,12/31/16,24.E.8
Restricts/Delays Interrogations,Spokane,"Interviewing shall be completed within a reasonable time and, in all internal investigation interviews, the employee shall be afforded such intermissions as he/she shall reasonably request for personal necessities, meals, telephone calls and rest periods.","Limits interrogations to 'reasonable periods,' gives officers breaks that are not given to civilians",Contract,12/31/16,24.E.7
Restricts/Delays Interrogations,Spokane,"The employee will not be threatened with dismissal or other disciplinary punishment as a guise to attempt to obtain his/her resignation, nor shall he/she be subject to abusive or offensive language. No promises or rewards shall be made as an inducement for the accused officer to answer questions.",Limits the type of language and incentives used during interrogation,Contract,12/31/16,24.E.9
Restricts/Delays Interrogations,St. Paul,Sessions at which a formal statement is taken must be of reasonable duration and must give the officer reasonable periods for rest and personal necessities.,Limits interrogations to 'reasonable amount of time',Contract,12/31/15,PBR 626.89 subd 7
Restricts/Delays Interrogations,St. Petersburg,All questions directed to the officer under interrogation shall be asked by or through one interrogator during any one investigative interrogation.,Limits the number of interrogators to one,Contract,9/30/16,Section 112.532.c.
Restricts/Delays Interrogations,St. Petersburg,Interrogating sessions shall be for reasonable periods of time and shall be timed to allow for such personal necessities and rest periods as are reasonably necessary.,"Limits interrogations to 'reasonable amount of time,' gives officers breaks that are not given to civilians",Contract,9/30/16,Section 112.532.e
Restricts/Delays Interrogations,St. Petersburg,"The law enforcement officer or correctional officer under interrogation may not be subject to offensive language or be threatened with transfer, dismissal, or disciplinary action. A promise or reward may not be used as an inducement to answer questions.",Limits the type of language and incentives used during interrogation,Contract,9/30/16,Section 112.532.f
Restricts/Delays Interrogations,Tampa,"In any matter where an employee is required to submit a written statement justifying or explaining his actions in a particular situation, the employee, upon his request, shall be granted twenty-four hours or until the start of his next scheduled shift to, which ever is sooner, to submit such statement",24 hour delay,Contract,9/30/11,37.1.k
Restricts/Delays Interrogations,Tampa,All questions directed to the employee under interrogation shall be asked by and through one interogator at a time.,Only one interrogator can ask questions at a time,Contract,9/30/11,37.1.c
Restricts/Delays Interrogations,Tampa,Interrogation sessions shall be for reasonable periods and shall be timed to allow for such personal necessities and rest periods as are reasonable,"Limits interrogations to 'reasonable periods,' gives officers breaks that are not given to civilians",Contract,9/30/11,37.1.d
Restricts/Delays Interrogations,Tampa,The employee under interrogation shall not be subjected to offensive language. No promises or reward shall be made as an inducement to answering any questions.,Limits the type of language and incentives used during interrogation,Contract,9/30/11,37.1.e
Restricts/Delays Interrogations,Toledo,"Interrogation sessions shall be for reasonable periods of time,",Limits interrogations to 'reasonable amount of time',Contract,12/31/17,2129.19.D
Restricts/Delays Interrogations,Tucson,"Interviews of employees will be at a reasonable hour, preferably when
 
 the employee is on duty. Interviews will be completed within a
 
 reasonable time and shall be conducted in a professional manner
 
 using standard investigative and interviewing techniques. The
 
 employee shall be given reasonable breaks for personal necessities,
 
 meals, telephone calls, and rest periods upon request.","Limits interrogations to 'reasonable amount of time,' gives officers breaks that are not given to civilians, limits interrogations to ""reasonable hours",Contract,6/30/14,9.5.E
Restricts/Delays Interrogations,Tulsa,All questions directed to the Officer under interrogation shall be asked by and through one interrogator at any one time.,Only one interrogator can ask questions at a time,Contract,6/30/16,B. 30.1.c
Restricts/Delays Interrogations,Tulsa,Interrogating sessions shall be for reasonable periods and shall be timed to allow for such personal necessities and rest periods as are reasonably necessary.,"Limits interrogations to 'reasonable amount of time', gives officers breaks that are not given to civilians",Contract,6/30/16,B. 30.1.e
Restricts/Delays Interrogations,Tulsa,"The Officer under interrogation shall not be subjected to offensive language or threatened with transfer, dismissal, or disciplinary action. No promise or reward shall be made as an inducement to obtain testimony or evidence.",Limits the type of language and incentives used during interrogation,Contract,6/30/16,B. 30.1.f
Restricts/Delays Interrogations,Virginia Police Bill of Rights,"The law-enforcement officer shall be given an opportunity, within a reasonable time limit after the date of the written notice provided for above, to respond orally and in writing to the charges. The time limit shall be determined by the agency, but in no event shall it be less than five calendar days unless agreed to by the law-enforcement officer",5 day delay,Contract,7/1/18,9.1-502.2
Restricts/Delays Interrogations,Washington D.C.,"During interviews, members shall not be subjected to scurrilous language.",Limits the type of language and incentives used during interrogation,Contract,9/30/08,13.7
Restricts/Delays Interrogations,Washington D.C.,"Interview and interrogation sessions will not consume unreasonable periods of time, without periodic rest periods to allow for meals and personal necessities.","Limits interrogations to 'reasonable period,' gives officers breaks that civilians dont get",Contract,9/30/08,13.6
Restricts/Delays Interrogations,West Virginia Police Bill of Rights,No more than three interrogators at one time shall question the officer or fireman under investigation.,Limits the number of interrogators to three,State Law,None,8-14A-2(2)
Restricts/Delays Interrogations,West Virginia Police Bill of Rights,No poilce officer or fireman under interrogation shall be subjected to offensive language or threatened with punitive action. No promise or reward shall be made as an inducement to answering questions.,Limits the type of language and incentives used during interrogation,State Law,None,8-14A-2(3)
Restricts/Delays Interrogations,Wichita,"No offensive language, coercion or promise of reward as an
 
 inducement to answering questions shall be directed at the employee.
 
 Nothing herein is to be construed as to prohibit the investigating officer
 
 from informing the employee that his conduct can become the subject of
 
 disciplinary action.",Limits the type of language and incentives used during interrogation,Contract,12/24/10,13.2.f.3.h
Restricts/Delays Interrogations,Wichita,"The interview shall be completed as soon as possible. Time may be provided for personal necessities, meals, telephone calls, and rest periods, as appropriate.",Limits interrogations to be completed 'as soon as possible',Contract,12/24/10,13.2.f.3.g
Restricts/Delays Interrogations,Oxnard,"Any interview shall be conducted at a reasonable hour, preferably at a time when the employee is on duty, or during the normal waking hours for the employee, unless the seriousness of the investigation requires otherwise. ",Creates a wating period prior to the hearing to review all the evidentiary materials and prepare response. ,Contract,08/31/2018,Article XXI.A
Restricts/Delays Interrogations,Oxnard,The interview shall be for a reasonable period taking into consideration the gravity and complexity of the issue being investigated. ,Creates a wating period prior to the hearing to review all the evidentiary materials and prepare response. ,Contract,08/31/2018,Article XXI.D
Restricts/Delays Interrogations,Oxnard,"The employee being interviewed shall not be subjected to offensive language or threatened with punitive action, except that an employee refusing to respond to questions or report for an interview shall be informed that failure to answer questions directly related to the investigation or not reporting for an interview may result in punitive action. ",Limits the type of language and incentives used during interrogation,Contract,08/31/2018,Article XXI.E
Restricts/Delays Interrogations,Pasadena ,5. Conduct the interview for a reasonable length of time.,Gives officers time windows not provided to civilians,Contract,06/30/2018,Article 20.B
Restricts/Delays Interrogations,Pasadena ,"6. Not expose the employee to offensive language, threats to transfer, disciplinary action, or loss of employment.",Limits the type of language and incentives used during interrogation,Contract,06/30/2018,Article 20.B 
Restricts/Delays Interrogations,Antioch,The grievance must be presented to the employee's Lieutenant or his/her designee within fifteen (15) working days following the occurrence of the event or discovery of the event upon which the grievance is based.,Creates a wating period prior to the hearing to review all the evidentiary materials and prepare response. ,Contract,08/31/2021,Article XIII. E. 6.
Restricts/Delays Interrogations,Arcadia,The appeal hearing shall be set not less than twenty (20) working days nor more  than sixty (60) working days from the date of the filing of the appeal.,Creates a wating period prior to the hearing to review all the evidentiary materials and prepare response. ,Contract,06/30/2020,Article XXI. G. 2.
Restricts/Delays Interrogations,Arcadia,The employee may use a reasonable amount of released time to process the grievance.,Creates a wating period prior to the hearing to review all the evidentiary materials and prepare response. ,Contract,06/30/2020,Article XXI. C
Restricts/Delays Interrogations,Buena Park,"If only one party requests that the hearing be recorded by a certified shorthand reporter, then that party alone will bear the expenses. Each party shall be responsible for any specialized or extraordinary services they might individually request.",Allows officer to tape proceeding. ,Contract,06/29/2019,F.5. 
Restricts/Delays Interrogations,Burbank,"Major discipline shall be preceded by a notice served on the employee ten (10) calendar days prior to a pre-disciplinary hearing. The notice shall contain the time, date and place of the hearing and shall also contain a brief statement of all charges against the employee. An earlier date may be established if the employee agrees, or with department approval, the date may be extended by five (5) calendar days.",Creates a wating period prior to the hearing to review all the evidentiary materials and prepare response. ,Contract,07/01/2015,VI. E. 2.
Restricts/Delays Interrogations,Citrus Heights,The City will allow CHPOA Board Members and shop stewards adequate release time to represent members during internal affairs interviews and grievance meetings while on duty except in cases of emergency where the staffing impact would not permit the Police Department to operate safely. This,Provides officers with more time to prepare for interview. ,Contract,09/30/2020,8.2. 
Restricts/Delays Interrogations,Clovis,The employee and his representative may be privileged to use a reasonable amount of work time as determined by the appropriate department head in confeITing about and presenting the appeal.,"Provides a ""reasonable"" time frame for officers to respond and prepare materials. ",Contract,06/30/2019,4.5.c. 
Restricts/Delays Interrogations,Colton,"Upon written request by either of the opposing parties in a pending hearing given at least 20 calendar days prior to the scheduled hearing date, each party shall supply to the other party copies of all documentary evidence to be used by that party at the hearing.","Provides a ""reasonable"" time frame for officers to respond and prepare materials. ",Contract,01/31/2019,I. D. 5.
Restricts/Delays Interrogations,Colton,"The grievant and his or her representative, if any, will be given at least 10 days written notice of any meeting scheduled pursuant to any Formal Resolution Step","Provides a ""reasonable"" time frame for officers to respond and prepare materials. ",Contract,01/31/2019,I. G. 4
Restricts/Delays Interrogations,Costa Mesa,"The written statement shall contain a description of the events
which necessitated the suspension, a statement of the charges, notification that the employee
may review and be provided with the materials leading to the suspension, the right of the
employee to meet with the appointing authority and/or to respond in writing within a reasonable
time frame to the charges, and notice of further action in the event a change by the employee
does not occur.","Provides a ""reasonable"" time frame for officers to respond and prepare materials. ",Contract,12/31/2018,19.3.B.
Restricts/Delays Interrogations,Daly,"All interested parties shall be notified in writing of the date, time and place of the hearing at least ten (10) <lays prior tu the date of the hearing.","Provides a ""reasonable"" time frame for officers to respond and prepare materials. ",Contract,06/30/2019,B.A.3.
Restricts/Delays Interrogations,Elk Grove,"Failure to request or participate in a Skelly meeting shall not
Agreement between City of Elk Grove and
Police Officers Association (7 /1/16 - 6/30/19) Page 28 of40
preclude the employee's right to proceed to arbitration, if the Department head or
designee imposes discipline.",Allows officer to appeal straight to arbitration without attending skelly meeting. ,Contract,06/30/2019,XII.7.A
Restricts/Delays Interrogations,Hanford,"Disciplinary action against regular employees is valid in the absence of an
emergency affecting the public safety and welfare as determined by the City,
only if a written notice is served on the employee and filed with the
Personnel Office not later than ten ( 10) calendar days prior to the date of the
proposed action. ",Prvides a formal waiting period prior to the hearing.,Contract,06/30/2019,3.01.III.
Restricts/Delays Interrogations,Indio,"The employee and their designated representative may be privileged to use a
reasonable amount of work time as determined by the City Manager in the
preparation and presentation of the appeal.",Creates a wating period prior to the hearing to review all the evidentiary materials and prepare response. ,Contract,06/30/2020,19.8. 
Restricts/Delays Interrogations,Manhattan Beach,"3) The employee shall have the right to respond in writing and/or orally within a reasonable
period of time to the intended charges and/or be accorded the right to meet within a
reasonable period of time with the Chief of Police who has the authority to modify or
eliminate the intended disciplinary action.","Provides a ""reasonable"" time frame for officers to respond and prepare materials. ",Contract,12/31/2018,25.A.B
Restricts/Delays Interrogations,Manteca,"The City agrees that, except in those cases of criminal conduct, an employee shall be notified within a reasonable time frame, in writing, of the initiation of any investigation by the City or Department regarding alleged misconduct","Provides a ""reasonable"" time frame for officers to respond and prepare materials. ",Contract,06/30/2019,33
Restricts/Delays Interrogations,Manteca,"The City and the Association agree that an employee shall not be compelled to submit
to a polygraph examination or voice stress analysis against their will. No disciplinary
action or other recrimination shall be taken against an employee refusing to submit to
these tests, nor shall any testimony or evidence be admissible at a subsequent hearing,
trial, or proceeding, judicial or administrative, to the effect that the employee refused to
take these tests.",Officers are not subjected to polygraph examinations.,Contract,06/30/2019,33
Restricts/Delays Interrogations,Modesto,"No public safety officer shall be compelled to submit to a lie detector test against his or her will. No disciplinary action or other
recrimination shall be taken against a public safety officer refusing to submit to a lie detector test, nor shall any comment be entered
anywhere in the investigator's notes or anywhere else that the public safety officer refused to take, or did not take, a lie detector test,
nor shall any testimony or evidence be admissible at a subsequent hearing, trial, or proceeding, judicial or administrative, to the effect
that the public safety officer refused to take, or was subjected to, a lie detector test.",Prevents investigators from employing polygraph examinations. ,Contract,06/30/2019,33.07. 
Restricts/Delays Interrogations,Modesto,"No public safety officer shall have any comment adverse to his interest entered in his personnel file, or any other file used for any personnel purposes by his employer, without the public safety officer having first read and signed the instrument containing the adverse comment indicating he is aware of such comment, except that such entry may be made if after reading such instrument the public safety officer refuses to sign it. Should a public safety officer refuse to sign, that fact shall be noted on that document, and signed or initialed by such officer.",Prevents adverse comments from being entered into officers' file unless they sign off on the comment. ,Contract,06/30/2019,33.05.
Restricts/Delays Interrogations,Murrieta,"Employee Response. An employee is entitled to a reasonable time, not to
exceed 14 calendar days, to answer a notice of proposed discipline. The chief of
police may grant an extension of the response period if the employee can
demonstrate the need.",Creates a wating period prior to the hearing to review all the evidentiary materials and prepare response. ,Contract,12/31/2019,17.O. 
Restricts/Delays Interrogations,Oceanside,"If it is impractical to provide the employee with a copy of such materials or documents, the employee and/or his/her representative shall be allowed reasonable time to review such materials or documents and the notice of disciplinary action shall set forth the procedure for such a review.",Creates a wating period prior to the hearing to review all the evidentiary materials and prepare response. ,Contract,12/31/2018,B.3.B
Restricts/Delays Interrogations,Ontario,"The employee shall receive advance notice of the proposed disciplinary action. Normally, such advance notice will be ten calendar days.",Creates a wating period prior to the hearing to review all the evidentiary materials and prepare response. ,Contract,06/30/2018,VII.7.01.
Restricts/Delays Interrogations,Placentia,"The unit employee and his/her representative may be privileged to use a
reasonable amount of work time, as determined by the appropriate
department head, in conferring about and presenting the appeal. ",Creates a wating period prior to the hearing to review all the evidentiary materials and prepare response. ,Contract,06/30/2014,18.E.3.
Restricts/Delays Interrogations,Redwood City,"Every effort will be made to schedule meetings for the processing of
grievances at time which will not interfere with the regular work
schedule of the participants. If any grievance meeting or hearing must be scheduled during duty hours, any employee required by either party to paiticipate as a witness or grievant in such meeting or hearing shall be released from regular duties without loss of pay for a reasonable amount of time.","Limits interrogations to 'reasonable amount of time,' gives officers breaks that are not given to civilians, limits interrogations to ""reasonable hours""",Contract,07/31/2018,17.2.5
Restricts/Delays Interrogations,Rialto,"To refuse to submit to a polygraph examination, no disciplinary action, records or testimony may be given to indicate the fact that employee refused the polygraph.",Prevents officers from being subjected to polygraph examination.,Contract,07/31/2016,22.19.
