category,city/state,language,impact,Type of Policy,expiration,section
Requires City Pay for Misconduct,St. Petersburg,"The Employer shall, upon the request of an employee covered by this Agreement and after notice of the suit against the employee has been given to the Legal Department within five days after service upon the employee, undertake the defense of that employee against any civil damage suit where the employee was acting within the scope of his employment even if the complaint alleges that the employee acted in bad faith, or with malicious purpose, or in a manner exhibiting wanton and willful disregard of human rights, safety, and property.",City pays costs of misconduct settlements and full cost of legal defense,Contract,9/30/16,Article 21. Section 2.
Requires City Pay for Misconduct,Tampa,"In cases where it is decided to relieve an employee from duty pending an investigation or other administrative action, the employee will remain on full salary and shall not lost any benefits during this period of time.",Employee is paid regardless of being relieved during an investigation or administrative action,Contract,9/30/11,37.2
Requires City Pay for Misconduct,Tucson,"Subject to the approval of the Chief of Police, permanent employees facing disciplinary suspension not appealable to the Civil Service Commission may elect to work during the suspension period and forfeit annual leave and/or compensatory time.",Allows officers to use discretionary time to pay themselves while on unpaid suspension,Contract,6/30/14,9.9.D
Requires City Pay for Misconduct,Tucson,"The City agrees to defend and hold harmless all employees covered by this Agreement against and from all civil claims, demands, causes of action, suits or proceedings, regardless of the merits of the same, damages, liability or costs of expenses of every type, all or any part thereof which arises soulely out of official performance of duty as a peace officer in the following instances: A. active duty; B. rest duty; C. Special Duty peace officer employment",City pays costs of misconduct settlements and full cost of legal defense,Contract,6/30/14,16.1
Requires City Pay for Misconduct,Washington D.C.,"When a member is placed in a non-contact status pending investigation of the use of deadly force, the member may remain in non-contact until the Department's investigation is completed and submitted to the U .S . Attorney's Office for presentment to a Grand Jury.""
 
 According to DC Metropolitan Police Department Policy, in non-contact status,"" a member has been assigned to an MPD element with powers revoked and restricted contact with the public and no loss of salary."" See: https://go.mpdconline.com/GO/GO_120_24.pdf",paid leave for officers involved in police killing,Contract,9/30/08,12.14
Requires City Pay for Misconduct,Washington D.C.,An employee shall be given administrative leave of up to: ten hours to prepare for his/her defense against any proposed discharge or suspension of more than thirty days; four hours to prepare his/her defense against any proposed fine or suspension of ten days through thirty days; and two hours to prepare his/her defence against any proposed fin or suspsension of less than ten days.,Paid administrative leave to prepare a defense regarding charges of misconduct,Contract,9/30/08,12.12
Requires City Pay for Misconduct,Wichita,"Employees receiving discipline shall have the option of forfeiting the appropriate number of accrued paid vacation days in lieu of the unpaid suspension, not to exceed ten (10) working days per calendar year",Allows officers to use discretionary time to pay themselves while on unpaid suspension,Contract,12/24/10,13.6
Requires City Pay for Misconduct,Fontana,"Upon mutual written agreement between the Chief of Police and the affected Association member, the Association member may have an equivalent amount of unused accrued personal leave time deducted from his/her account in lieu of serving a suspension without pay for that period.",Allows officers to use paid leave days to compensate themselves in lieu of unpaid suspension,Contract,06/30/2019,Article XXVI
Requires City Pay for Misconduct,Hayward,"If an employee desires the assistance of a representative of the Association in the processing of a grievance, the City agrees to permit one Association representative reasonable time off during regular work hours, without loss of compensation or other benefits for this purpose. The grievant and/or the authorized Association representative shall obtain the approval of their immediate supervisor or other authorized departmental supervisor before leaving their duty or work station or assignment for the purpose of processing a grievance. ",Allows officers to get paid while working through grievances,Contract,06/30/2015,13.08
Requires City Pay for Misconduct,Santa Clara,"If a change of assignment, days, or hours of work is not feasible, an officer will be assigned time off with pay. ",Allows officers to take paid time off while under investigation,Contract,12/22/2018,13.B
Requires City Pay for Misconduct,Santa Clara,The City shall indemnify represented employees from any liability claims and costs for personal injury or property damage cuased by the accidental discharge of his/her authorized firearm while off-duty provided that: ,City pays when officers discharge firearms off-duty,Contract,12/22/2018,44
Requires City Pay for Misconduct,Carlsbad,"The city will bear all administrative costs associated with an appeal of discipline and the subsequent hearing including the hearing officer, court reporter and transcription costs, if any.",City pays for arbitration costs for both parties during appeal process. ,Contract,12/31/2018,22.2
Requires City Pay for Misconduct,Cathedral,An employee who is suspended with pay under the predisciplinary procedures of Article 15 shall be paid that salary the employee was entitled to prior to the suspension.,City will pay for cost of suspension. ,Contract,12/19/2019,11.9
Requires City Pay for Misconduct,Citrus Heights,The City shall bear the cost of the Administrative Law Judge and facility.,City pays for Administrative Law Judge fees for both parties. ,Contract,09/30/2020,10.2
Requires City Pay for Misconduct,Covina,"The cost of the list of arbitrators, the arbitrator him/herself, and the court reporter shall be paid for by the City. Once the arbitrator issues his/her advisory recommendation he/she will submit it to the City Manager as well as both parties’ representatives.",City pays for arbitration costs for both parties during appeal process. ,Contract,06/30/2018,6.2.1.B
Requires City Pay for Misconduct,Downey,"If a determination is made by the department that the police Officer(s) involved have met the condition that the action given rise to the legal proceeding was taken by the Officer(s) during the course and scope of the Officer(s) employment without malice and in the apparent best interest of the City, the City shall afford legal representation to the Officer(s) in any civil or criminal process",City pays for third-party lawsuits against officers.,Contract,06/30/2020,XIX. 1
Requires City Pay for Misconduct,Indio,The City shall bear the entire expense of the arbitrator's fee and the cost of audio recording the proceeding.,City bears the entire expense of the arbirator and record costs,Contract,06/30/2020,19.2.
Requires City Pay for Misconduct,Oakland,Costs. Costs for the Hearing Officer shall be borne by the City. Costs for transcribing hearing tapes shall be born 'by the requesting party. Cost for a copy of the hearing tape shall be borne by the requesting party.,City bears cost of the hearing officer/arbitrator. ,Contract,06/30/2019,A.C.6. 
Requires City Pay for Misconduct,Oceanside,"The fees and expenses of the arbitrator shall be shared equally by the parties involved, except that
if either party rejects the advisory decision of the arbitrator, that party must pay the entire cost of
the arbitrator's fees and expenses. All other expenses and costs incurred by the parties",The fees and expenses of the arbitrator fall on the city if it rejects the the advisory decision of the arbitrators.,Contract,12/31/2018,3.03.D
Requires City Pay for Misconduct,Rialto,"In disciplinary cases, the City shall pay the arbitrator and transcript (if any) costs.",City pays cost for the arbitrator in disciplinary cases. ,Contract,07/31/2016,21.5.
Requires City Pay for Misconduct,Rocklin,"If the City Manager modifies or rejects the Arbitrator's decision to the employee's/grievant's detriment, the City agrees to pay all costs, to include any attorney's/representative's fees of the employee/grievant, associated with the Arbitration process. In such an instance, the City shall pay for all costs of the arbitrator, the court reporter and any transcripts of the proceedings requested by the employee.",City is required to pay Arbitrator's costs should it diagree with the advisory decision. ,Contract,12/31/2020,49.6.1.
Requires City Pay for Misconduct,Santa Maria,"In the event that the City Manager imposes greater discipline than that recommended by the Hearing Officer, then the Hearing Officer’s fees and expenses, and all costs of transcripts, if any, shall be borne by the City. ",Requires city to pay arbitrator expenses should it disagree with the decision. ,Contract,12/31/2018,8
Requires City Pay for Misconduct,Tracy,An employee being suspended may use up to fifteen (15) days' vacation or compensatory time in lieu of leave without pay upon the recommendation of the Police Chief and approval of the City Manager. ,Allows officers to use discretionary time to pay themselves while on unpaid suspension,Contract,06/30/2021,21.8
Requires City Pay for Misconduct,Tustin,All bargaining unit members shall have the right to representation by TPOA in processing grievances and disciplinary appeals. Employees shall be afforded reasonable paid release time to meet with TPOA representatives for discussion and consultation on grievances and disciplinary appeals.,City pays for time when officers work on diciplinary appeal.,Contract,06/30/2018,35.6.
Requires City Pay for Misconduct,Siskiyou Sheriff's,"Administrative Leave may be taken by an employee upon the reasonable advance request of the employee, with the consent of the department head or an authorized department supervisor, whenever the needs of the department permit.",Allows officers to take paid time off at request of supervisor/department head.,MOU,2020,13.01.01
Requires City Pay for Misconduct,Alpine County Sheriff's ,"The cost of the State Mediator, if any, shall be shared equally by the parties. The County and the Union shall be responsible for any cost associated with their repsective appointees.",Requires County cover part of arbitration hearing costs. ,MOU,2021,23.E
Requires City Pay for Misconduct,Del Norte County Sheriff's,"Leave Pending Investigation: Only on approval of the Human Resources Manager may an employee against whom charges have been served pursuant to Section 12.14, or who is under investigation for possible discipline, be placed on paid administrative leave pending an investigation. Such time shall be granted with pay and without prejudice as to the alleged violation.",Requires officers to be paid while on administrative leave following misconduct.,MOU,2017,12.5
Requires City Pay for Misconduct,Amador County Sheriff's ,"During the period of administrative leave, the employee shall be entitled to all pay and benefits normally accruing to said employee, but said employee shall remain away from his/her workplace and shall not carry out any duties related to his/her job.",Requires officers to be paid while on administrative leave following misconduct.,MOU,2019,19.26
Requires City Pay for Misconduct,Tuolumne County Sheriff's,"Aministrative Leave -- While an employee is under disciplinary investigation, the Department Head, in consultation with the HR manager, may order an employee off work without reductation in compensation for a period not to exceed 80 work hours. Exception to this provision may be granted by the County Administrator.",Allows officers to be on paid administrative leave.,MOU,2019,Article 10 Section J
Requires City Pay for Misconduct,Napa County Sheriff's,"Arbitration of a grievance hereunder shall be limited to the formal grievance as provided in Article 20.8(b) as originally filed by the employee to the extent said grievance has not been satisfactorily resolved. Any fees or expenses of the arbitrator including the cost of the original transcript, if any, shall be shared equally by the parties involved. However, all other expenses including, but not limited to, fees for witnesses and similar costs incurred by the parties during such arbitration will be the responsibility of the individual party involved.",Requires County cover part of arbitration hearing costs. ,MOU,2019,21.5
Requires City Pay for Misconduct  ,Burbank,"In such situations the employee may be placed upon suspension with pay for a period of time no more than ten (10) calendar days from the employee's receipt of notice of the hearing, unless otherwise approved by the City Manager",Allows officers on suspension to receive pay for up to 10 days. ,Contract,07/01/2015,VI. G. 2.
