category,city/state,language,impact,Type of Policy,expiration,section
Limits Oversight / Discipline,Lincoln,"When an employee has had a complaint filed against him in Internal Affairs, the case file will not be kept in Internal Affairs for more than eighteen (18) months from the date of the incident. After eighteen (18) months the file will be sealed and placed in a locked file cabinet in the Department Head's custody. The employee and the Union will be notified in writing of the retention of the file. It will be the responsibility of the Department Head to ensure the transfer and segregation of the Internal Affairs case files, provided however that Internal Affairs may maintain a file which shall contain name of employee, date of hire, date of complaint, name of complainant, type of complaint, Internal Affairs case number, LPD case number, disposition and date the Internal Affairs case file was transferred to the Department Head's custody. This file shall not be used anytime for enhancing any personnel action against an employee. The seal on Internal Affairs files kept in the Department Head's custody shall only be broken for review in situations where the City, the Department and/or employee is a party to legal action involving performance of duty. Prior to unsealing the file, the employee and the Union President or designated representative will be notified in writing. These files shall only be unsealed by the Department Head or designated representative. The sealed files shall only be maintained for five (5) years from the date of the incident and then returned to the employee.",Prevents internal affairs records from being considered in subsequent investigations after 18 months,Contract,8/31/15,"Article 10, section 6"
Limits Oversight / Discipline,Los Angeles,"The Chief of Police shall make a final decision in the matter within 60 days of receiving the Form 1.73.1 and the hearing officers report, and shall complete the Order of the Chief of Police portion of Form 1.73.1. The Chief of Police may adopt or reject, in whole or in part, the proposed findings of the hearing officer, as appropriate under the circumstances. The decision of the Chief of Police shall be final. The Form 1.73.1 and the hearing officers report shall be returned to the Employee Relations Administrator, who shall cause it to be served on the employee and distributed within 10 days.",No civilian discipline power,Contract,6/30/14,9.7
Limits Oversight / Discipline,Louisiana Police Bill of Rights,"No person, agency, or department shall release to the news media, press or any other public information agency, a law enforcement officer's home address, photograph, or any information that may be deemed otherwise confidential, without the express written consent of the law enforcement officer, with respect to an investigation of the law enforcement officer.",Prevents an image identifying the officer under investigation from being released to the public/media,State Law,None,2533.B.7
Limits Oversight / Discipline,Louisville,"No previous discipline against a Member may be considered by Metro Government or the Chief as the basis for any subsequent discipline or an involuntary transfer except as follows:
 
 1. A previous written reprimand may be considered for one (1) year following the issuance of the reprimand.
 
 2. A previous suspension of seventy-two (72) hours or less, or an involuntary transfer may be considered for three (3) years following the issuance of the suspension.
 
 3. A previous suspension of over seventy-two (72) hours may be considered for five (5) years following the issuance of the suspension.",Prevents consideration of past misconduct in deciding discipline,Contract,6/30/15,Article 17.3.D
Limits Oversight / Discipline,Louisville,"If after reviewing the complaint investigation, the Chief concludes the Member is guilty of misconduct or violations of the rules, regulations or procedures, the Chief may impose disciplinary action from a verbal or written reprimand to suspension to demotion to dismissal by providing in writing to the Member with particularity, the reasons therefore.",No civilian discipline power,Contract,6/30/15,17.3.C
Limits Oversight / Discipline,Louisville,"No police officer as a condition of continued employment by the local unit of government shall
 
 be compelled to speak or testify or be questioned by any person or body of a nongovernmental
 
 nature.",Prevents officers from being compelled to testify in civilian non-governmental forum or structure,Contract,6/30/15,Article 17.2.N
Limits Oversight / Discipline,Louisville,"To preserve confidentiality and protect the privacy of Members, access to a
 
 Member's personnel records shall be restricted to the following:
 
 i. Secretary/Examiner of the Merit Board.
 
 n. Member who is the subject of the file or authorized representative.
 
 111. Member's supervisor.
 
 1v. Chief or Chiefs designee.
 
 v. Director of Metro Government Human Resources or designee.
 
 vi. Metro Government Mayor or designee.
 
 vii. County Attorney or designee",Prevents personnel files from being released to the public,Contract,6/30/15,Article 18.2
Limits Oversight / Discipline,Louisville,"When a police officer has been charged with a violation of departmental rules or regulations, no public statements shall be made concerning the alleged violation by any person or persons of the local unit of government or the police officer so charged, until final disposition of the charges.",Prevents the identity of the officer or information about the investigation from being released to the public/media,Contract,6/30/15,Article 17.2.M
Limits Oversight / Discipline,Maryland Police Bill of Rights,"Law enforcement officer does not include: an officer who is in probationary status on initial entry into the law enforcement agency
 except if an allegation of brutality in the execution of the officer’s duties is made;",Applies protections of the law enforcement officer bill of rights to officers on probationary status in cases where police brutality is alleged.,State Law,None,3-110(e)(2)
Limits Oversight / Discipline,Maryland Police Bill of Rights,"Admissibility of formal complaint.- Evidence of a formal complaint against a law enforcement officer is not admissible in an administrative or judicial proceeding if the complaint resulted in an outcome listed in subsection (a)(1) of this section. (complaints that are exonerated, unfounded, or unsustained)",Formal complaints which have been exonerated are inadmissible in court or administrative proceedings that determine discipline,State Law,None,3-110(b)
Limits Oversight / Discipline,Memphis,"If the grievance is not resolved in Step #4, the matter will be submitted to binding arbitration. Within fifteen (15) calendar days of receipt of the answer of the Director of Police Services, the Association will notify the Director of Police Services and the City Director of Human Resources of its desire to submit the matter to binding arbitration.",Allows officers to overturn discipline through binding arbitration,Contract,6/30/13,12.4
Limits Oversight / Discipline,Mesa,"Any documented performance or discipline resulting in written or verbal counseling, or written verbal reprimand, older than three years shall not be considered when determining transfers, assignments or promotions.",Any discipline that took place more than 3 years ago is not accounted for when being promoted or transferred.,Contract,6/30/17,2.Rights of Unit Members
Limits Oversight / Discipline,Miami,"Only a bargaining unit member who has permanent Civil Service status as a sworn Police Officer in the Miami Police Department may appeal a suspension, demotion, or dismissal through the grievance procedure contained in this Agreement or in accordance with the appeal procedure of the Civil Service Rules, but not both. Such grievances shall be filed at Step 3 within the time limits set forth in Step 1.",Allows officers to overturn discipline through binding arbitration,Contract,9/30/14,6.6
Limits Oversight / Discipline,Miami,"All sworn bargaining unit members, prior to the final determination of a monetary fine, forfeiture of time and/or suspension in excess of two tours of duty, demotion or discmissal shall, upon written request of the accused, if submitted within 10 working days, be afforded a review of the recommended action by board composed of 5 members of the Departmeent, 2 members selected by the Department Head and 3 members selected by the bargaining unit member from a standing list. (advisory on-binding recommendation nsof discipline to the chief).",No civilian discipline power,Contract,9/30/14,12.1
Limits Oversight / Discipline,Miami,"It shall be the sole right of the Chief of Police to transfer bargaining unit members, in specialized units for disciplinary reasons provided however, that the bargaining unit member may appeal such a transfer under the grievance procedure set forth in Article 6 of this agreement.",Limits civilian discipline power,Contract,9/30/14,14.1
Limits Oversight / Discipline,Milwaukee,"Grievances over discipline shall be initiated at the level of the Grievance Procedure immediately above the level of the chain of command at which the discipline was administered, except that in cases of discipline administered by the Chief of Police the grievance shall be initiated at step 2 of the Grievance Procedure and be reviewed by the Chief of Police.",Allows officers to overturn discipline through binding arbitration,Contract,12/31/12,Article 7.I.2
Limits Oversight / Discipline,Minneapolis,"The decision and award of the arbitrator shall be final and binding upon the City, the Federation and the employee(s) affected.",Allows officers to overturn discipline through binding arbitration,Contract,12/31/19,11.02
Limits Oversight / Discipline,Minnesota Police Bill of Rights,"A civilian review board, commission, or other oversight body shall not have the authority to make a finding of fact or determination regarding a complaint against an officer or impose discipline on an officer.",No civilian discipline power,State Law,None,626.89.Subd 17
Limits Oversight / Discipline,Minnesota Police Bill of Rights,"No law enforcement agency or governmental unit may publicly release photographs of an officer without the written permission of the officer, except that the agency or unit may display a photograph of an officer to a prospective witness as part of an agency or unit investigation, and the agency or unit may provide a photograph of an officer to the civilian police review authority for it to display to a prospective witness as part of the authority's investigation.",Prevents the identity of the officer from being released to the public/media,State Law,None,626.89.Subd 12
Limits Oversight / Discipline,Nevada Police Bill of Rights,The photograph of a peace officer may be released: if the officer authorizes the release; or if the peace officer has been arrested,Prevents the identity of the officer from being released to the public/media unless officer is arrested or gives permission,State Law,None,NRS289.025.2
Limits Oversight / Discipline,Newark,"The review board shall consist of three (3) sworn employees to be chosen as follows:
 
 a. Each board member shall be chosen at random from among
 
 those employees with at least three (3) years of service as a
 
 police officer with the City.
 
 b. Any employee who has a direct supervisory relationship over
 
 the charged employee shall be disqualified from serving on
 
 the review board.
 
 c. Any employee who is directly involved in the investigation of
 
 the violation shall be disqualified from serving on the review
 
 board.
 
 d. Any employee whose sense of fairness and sound judgment
 
 is impaired by his/her personal relationship with the charged
 
 employee shall be disqualified from serving on the review
 
 board.
 
 e. One (1) board member shall be of the rank of Lieutenant or
 
 Captain.
 
 f. One (1) board member shall be of the rank of Sergeant.
 
 g. One (1) board member shall be of the same rank as the
 
 charged employee.
 
 h. If there are no qualified employees of the ranks specified
 
 within the Newark Police Department, the remaining board
 
 vacancies may be filled by police officers who meet these
 
 eligibility criteria who are from other Delaware police
 
 departments.",Limits civilian participation on disciplinary hearing board. Gives an all-police review board power to review cases where 40 days or more unpaid suspension has been proposed and recommend discipline,Contract,12/31/12,6.1.D.3
Limits Oversight / Discipline,North Las Vegas,The City shall not willfully subject the peace officer under investigation to visits by the press or news media nor release the peace officers home address or photograph to the press or news media without his express consent.,Prevents the identity of the officer from being released to the public/media,Contract,6/30/12,22.4.F(2)
Limits Oversight / Discipline,North Las Vegas,"The arbitrator's award will be final and binding on the Association and its members, the employee or employees involved, and the City. If the arbitrator shall award back wages covering the period of the employees separation from the payroll of the City, the amount so awarded shall be less any unemployment compensation received or compensation which the employee would not have earned had the employee not been suspended or terminated.",Allows officers to overturn discipline through binding arbitration,Contract,6/30/12,23.5
Limits Oversight / Discipline,Oakland,"Disciplinary action, defined as written reprimand, suspension or termination, imposed upon an employee may be appealed through the Grievance Procedure as set forth in Section C of this Article.",Allows officers to overturn discipline through binding arbitration,Contract,6/30/15,X.B
Limits Oversight / Discipline,Oklahoma City,Chief of Police will make all promotions.,No civilian power to promote officers,Contract,6/30/15,24.1
Limits Oversight / Discipline,Oklahoma City,"Three due process options: a) A Departmental Review Board b) A hearing chaired by the Chief's designee or c) Upon admission of guilt to all allegations, may appear before the Chief",Limits civilian participation on disciplinary hearing board,Contract,6/30/15,Addendum E.5.4
Limits Oversight / Discipline,Oklahoma City,The arbitrator's award shall be final and binding on the parties to this agreement.,Allows officers to overturn discipline through binding arbitration,Contract,6/30/15,8.D
Limits Oversight / Discipline,Omaha,"Any employee who has satisfactorily completed twelve (12) months of
 
 employment with the CITY shall have the right to appeal to either the
 
 Personnel Board or arbitration, but not both, from a suspension,
 
 termination of employment, or reduction in classification or pay not
 
 later than ten (10) working days after receiving notice of such action.",Allows officers to overturn discipline through binding arbitration,Contract,12/21/13,7.1
Limits Oversight / Discipline,Omaha,"Unless agreed to by the employee, the CITY shall not divulge the reason for any disciplinary action that is not appealed beyond the Human Resources Director. The CITY shall make every reasonable effort to insure that no employees home address, home telephone number or photograph of the employee which the CITY may possess, is released to the news media, or for public consumption. Should it be determined that this information was released, this, in and of itself, shall not be reason for change, in any fashion, of the disciplinary action that was imposed. However, if it is determined that this information was released by a CITY employee, that employee shall be disciplined in accordance with appropriate rules, UNION contracts, the CITY Charter and CITY Code.",Prevents the identity of the officer from being released to the public/media,Contract,12/21/13,18a.I
Limits Oversight / Discipline,Orlando,"For the purposes of recommending discipline for a sustained violation, the employee, supervisor(s) shall only receive a printout of the employee's past sustained unpurged violations",Prevents consideration of past unsubstantiated allegations in deciding discipline,Contract,9/30/16,5.11
Limits Oversight / Discipline,Orlando,"The City may establish a Citizen's Police Review Board as provided for in Chapter 48 of the Code of the City of Orlando provided, however, no such Board shall have the authority to impose or modify disciplinary actions against employees.",No civilian discipline power,Contract,9/30/16,5.6
Limits Oversight / Discipline,Orlando,"The purpose of this article is to establish a mechanism for the sole, expeditious and orderly adjustment of grievances regarding contract and disciplinary disputes or disagreements between the employer and employee, or group of employees, or Union involving the interpretation or application of this collective bargaining agreement.",Allows officers to overturn discipline through binding arbitration,Contract,9/30/16,6.1
Limits Oversight / Discipline,Philadelphia,"Grievances as defined herein shall he limited to contract violations, disciplinary suspensions, demotions, and discharges.
 The decision of the arbitrator shall be final and binding upon the City, the FOP, and the employees covered by this Contract.",Allows officers to overturn discipline through binding arbitration.,Contract,6/30/17,XXI.A
Limits Oversight / Discipline,Phoenix,"Material purged, or meeting all criteria for purging, from a unit member's division and department files and moved to a section marked ""Inactive"" in the Central HR Department personnel file in accordance with the below procedures or allegations about a unit member which are unfounded, exonerated or unresolved will not be used in future performance ratings, or disciplinary actions, ORB, UFB, CSB, IRP, Grievance, or any other review board.",Prevents consideration of past misconduct in deciding discipline,Contract,6/30/16,1.4.E.6
Limits Oversight / Discipline,Pittsburgh,"Any disciplinary action resulting in discharge, suspension, written reprimand or demotion. The employee may elect to grieve any such disciplinary action to arbitration before a single arbitrator or to a tripartite arbitration panel selected in accordance with the Police discipline appeals procedures of teh contract.",Allows officers to overturn discipline through binding arbitration,Contract,12/31/14,Section 5.B
Limits Oversight / Discipline,Pittsburgh,"Employees' home addresses, phone numbers, and pictures shall be kept confidential and shall not be released to any person except for official City purposes or pursuant to a subpoena, statute or lawful investigation by an outside governmental agency.",Prevents the identity of the officer from being released to the public/media,Contract,12/31/14,Section 20.A
Limits Oversight / Discipline,Pittsburgh,No police officer shall be compelled by the City to be interviewed by and/or to testify before the Citizen Police Review Board. Any statements compelled by the City under the Garrity Rule during internal investigations are confidential and not subject to discovery or release to the Citizens Police Review Board.,"No civilian subpoena power, diciplinary findings do not need to be released to Civilian Oversight Board",Contract,12/31/14,Section 21.C
Limits Oversight / Discipline,Pittsburgh,"Upon completion of the investigation, OMI findings and conclusions will be given to the Chief who shall process the findings in compliance with this agreement.",No civilian discipline power,Contract,12/31/14,Section 21.B.11
Limits Oversight / Discipline,Portland,"The arbitrators decision shall be final and binding, but the arbitrator shall have no power to alter, modify, amend, add to or detract from the terms of the contract.",Allows officers to overturn discipline through binding arbitration,Contract,6/30/20,22.5
Limits Oversight / Discipline,Portland,"If the City has reason to reprimand or discipline an officer, it shall be done in a manner that is least likely to embarrass the officer before other officers or the public.",Limits discipline to be done in a way that is “least likely to embarrass the officer.”,Contract,6/30/20,20.2
Limits Oversight / Discipline,Portland,"The City’s Employee Information System and the information developed therein shall not form the basis for disciplinary action but may be used for non-disciplinary notice purposes, such as development of work performance plans and letters of expectation. The reports from EIS may not be used by the City for disciplinary, transfer or promotion decisions. However, if the underlying data that appears in EIS is maintained separately by the City and is simply reflected in the EIS, nothing in this agreement prevents the City from making appropriate use of the underlying data in disciplinary, transfer or promotion decisions.",Prevents Early Warning System data from being used to hold officers accountable through discipline.,Contract,6/30/20,20.4
Limits Oversight / Discipline,Reno,"That ""just cause"" for any discipline as defined hereinafter, including discharge, is subject to appeal and review under the procedures set out below, expressly including final and binding arbitration.",Allows officers to overturn discipline through binding arbitration,Contract,12/31/14,Article 29.b
Limits Oversight / Discipline,Reno,"The sealed action shall not be held to discriminate against the employee in any subsequent disciplinary action, or in the event of impending promotion, merit step raise, transfer, request for educational leave, modification of duties, vacation selection, application for other employment, or against any other action the employee may take for his personal improvement or betterment.",Prevents consideration of sealed records of misconduct in deciding discipline,Contract,12/31/14,Article 29.g.6
Limits Oversight / Discipline,Rhode Island Police Bill of Rights,"No law enforcement officer shall be compelled to speak or testify before, or be questioned by, any non-governmental agency.",Prevents officers from being compelled to testify in civilian non-governmental forum or structure,State Law,None,42-28.6-2(13)
Limits Oversight / Discipline,Rhode Island Police Bill of Rights,"No public statement shall be made prior to a decision being rendered by
 
 the hearing committee and no public statement shall be made if the officer is
 
 found innocent unless the officer requests a public statement; provided,
 
 however, that this subdivision shall not apply if the officer makes a public
 
 statement. The foregoing shall not preclude a law enforcement agency, in a
 
 criminal matter, from releasing information pertaining to criminal charges
 
 which have been filed against a law enforcement officer, the officer's status of
 
 employment and the identity of any administrative charges brought against said
 
 officer as a result of said criminal charges.",Prevents the public from accessing infromation about internal investigations,State Law,None,42-28.6-2(12)
Limits Oversight / Discipline,Riverside,"Other disciplinary grievances for employees who receive discipline other than that which is indicated in b (suspension for more than 10 days, termination or demotion). The matter may be appealed to binding grievance arbitration. The arbitrator's decision and award shall be final and binding on the parties and may be reviewed only pursuant to Code of Civil Procedure Section 1285 et seq.","Allows officers to overturn discipline through binding arbitration, except for suspensions over 10 days, termination or demotion.",Contract,6/30/09,16.4.5.c
Limits Oversight / Discipline,Rochester,"Decisions of the arbitrator shall be final and binding on the Club, the City and any grievant, provided said decision is within the scope of his authority and the constraints established by this section.",Allows officers to overturn discipline through binding arbitration,Contract,6/30/16,27.4.B
Limits Oversight / Discipline,Rochester,"Except as provided in Section 2 of this Article, discipline shall be covered by Civil Service Law Section 75 and 76. The Hearing Board shall be selected in the following manner:
 
 A. The Appointing Authority will submit to the member a list of 3 command officers of the rank of Lieutenant or higher from which the member must select at least 2 who shall serve on the Hearing Board.
 
 B. The member may submit to the Appointing Authority a list of 3 other members holding a rank higher than his rank from which the Appointing Authority shall select one member of the Hearing Board.
 
 C. If a civilian is named to serve on the Hearing Board upon the request of the complainant, the civilian will serve in place of one of the Appointing Authority's designees. The member will decide which command officer will be replaced by the civilian.","Limits the number of civilians serving on disciplinary hearing boards to one, allows officers to play a role in selecting which officers will serve on the board",Contract,6/30/16,20.1.15.1
Limits Oversight / Discipline,Rochester,The City agrees not to release the Police identification photograph of any member to the news media unless the City first receives the permission of the affected member.,Prevents the identity of the officer from being released to the public/media without officer's permission,Contract,6/30/16,21.2
Limits Oversight / Discipline,Rochester,"Upon receipt by the City of a request for the employment records of a member or former member of the Rochester Police Department, the City may disclose to the requesting party the records of any prior disciplinary proceedings in which such member or former member was found guilty or pled guilty following charges and an opportunity to be heard.",Prevents the public from accessing information about past investigations against officers that were unustained or exonerated,Contract,6/30/16,21.3
Limits Oversight / Discipline,Sacramento,"Appeals of all formal discipline above letter of reprimand will be heard by a third party neutral arbitrator using one (1) of the two (2) following processes, at the employee’s discretion. On any discipline above an eighty (80) hour suspension, if there is a disagreement between the parties regarding which process to use, the default will be formal arbitration.",Allows officers to overturn discipline through binding arbitration,Contract,6/21/19,21.3
Limits Oversight / Discipline,San Antonio,Officers suspended for three (3) days or less who appeal the suspension shall not serve the suspension unless a suspension with loss of pay is awarded by an arbitrator.,Allows officers to overturn discipline through binding arbitration.,Contract,9/30/21,28.1
Limits Oversight / Discipline,San Antonio,"Appeal from demotion, suspension or indefinite suspension shall be decided by one (1) arbitrator, selected according to this agreement. Upon receiving an appeal from the Officer, the Human Resources Director shall act promptly to notify the Association, the Chief, and the City Manager of the appeal.",Allows officers to overturn discipline through binding arbitration.,Contract,9/30/21,28.5
Limits Oversight / Discipline,San Antonio,Each board shall make independent recommendations and forward these recommendations to the Chief of Police. Such recommendations are advisory only and are not binding on the Chief. The Citizen Advisory Action Board may not conduct a separate independent investigation but may recommend to the Chief of Police that further investigations should be undertaken.,No civilian discipline power,Contract,9/30/21,29.3.G
Limits Oversight / Discipline,San Antonio,"The Chairperson of the CAAB (the Deputy Chief), on recommendation from any member of the CAAB may elect to hear testimony from complainants or responding Officers. Attendance to these boards meetings where testimony is requested are entirely voluntary and complainants or responding officers may elect to remove themselves at any stage of the questioning by either board without fear of reprisal.",No civilian subpoena power,Contract,9/30/21,29.3.F
Limits Oversight / Discipline,San Diego,"Formal reprimands without further penalty more than two (2) years old, and those with additional penalty more than five (5) years old, will not be considered for purposes of promotion, transfer, special assignments and disciplinary actions except as to disciplinary actions, when the reprimands show patterns of specific similar police misconduct as defined in the Departmental Rules and Regulations and Department Instructions.","Dept shall ignore formal reprimands after 2-5 yrs for purposes of promotions, etc.",Contract,6/20/20,41.K.2
Limits Oversight / Discipline,San Francisco,Only persons authorized by the Commanding Officer of the Personnel Division may review an employees master personnel file.,Prevents personnel files from being released without approval of the Commanding Officer of the Personnel Division,Contract,6/30/18,3.55
Limits Oversight / Discipline,San Jose,"An employee challenging a suspension, demotion, dismissal or
 
 disciplinary transfer shall have the option of choosing between the
 
 dispute-resolution provisions of this Agreement, or appeal to the Civil
 
 Service Commission. Any employee who wishes to preserve the right
 
 of appeal to the Commission must comply with the time requirements
 
 for filing such appeal as specified in the Civil Service Rules. Within
 
 twenty (20) days of the date of a Notice of Discipline, the employee
 
 may file an appeal with the Civil Service Commission or pursue the
 
 grievance procedure or both. The grievance procedure shall begin at
 
 Step IV Arbitration for this process.",Allows officers to overturn discipline through binding arbitration,Contract,12/31/15,25.8.6
Limits Oversight / Discipline,San Jose,No photo of an Officer under investigation for criminal violations or disciplinary matters shall be made available to any media.,Prevents the identity of the officer from being released to the public/media,Contract,12/31/15,43.2
Limits Oversight / Discipline,San Jose,"The City agrees that an Officer suspected of misconduct may be ordered to answer questions, notwithstanding the officers constitutional rights, upon penalty of discipline, if advised that such answers may not be used in any criminal proceedings against the officer. Provided, however, only Internal Affairs investigators or command staff may so direct an Officer.",No civilian subpoena power,Contract,12/31/15,43.1
Limits Oversight / Discipline,Seattle,"Only the Chief of Police, or his/her designee under the circumstances set forth in the collective bargaining agreement, may impose discipline on bargaining unit members.",No civilian discipline power,Contract,12/31/14,E.1.C
Limits Oversight / Discipline,Seattle,All due process hearings shall be held by the Chief of Police.,Limits civilian participation on disciplinary hearing board,Contract,12/31/14,3.5.C
Limits Oversight / Discipline,Seattle,It is further agreed that (personnel file) shall not be released to outside groups without the approval of the Chief of Police and the individual employee when practicable.,Prevents personnel files from being released without approval of Chief and officer involved,Contract,12/31/14,4.2.A
Limits Oversight / Discipline,Seattle,NOTHING IN THE AGREEMENT BETWEEN THE CITY AND THE GUILD SHALL BE CONSTRUED AS A WAIVER AND/OR LIMITATION ON THE CITY'S RIGHT TO ADOPT LEGISLATION ENACTING THE OPA REVIEW BOARD SO LONG AS NOTHING IN SUCH LEGISLATION IMPLICATES A MANDATORY SUBJECT OF BARGAINING AND/OR IS INCONSISTENT WITH THE AGREEMENT BETWEEN THE CITY AND THE GUILD.,"Prevents legislation from being passed that conflicts with contract, including giving civilian oversight disicpline power",Contract,12/31/14,E
Limits Oversight / Discipline,Seattle,"Records of all sustained complaints, including the punishment imposed, should be made public in a format designed to protect the privacy of the officers and complainants",Prevents the identity of the officer from being released to the public/media who've had complaints sustained against them,Contract,12/31/14,3.6.K
Limits Oversight / Discipline,Seattle,"The DRB shall be comprised of three (3) voting members. One member of the DRB shall be appointed by the City, and one member of the DRB shall be appointed by the Guild. The Guild appointee must be a member of the Guilds bargaining unit. The Citys appointee shall hold at least the rank of Lieutenant. The Chairperson of the DRB shall be selected from a pool of arbitrators agreed upon by the parties within 30 days after execution of the agreement.","Limits civilian discipline power, creates a disciplinary appeal process where the City and police union each select one member on the three member panel",Contract,12/31/14,H.3
Limits Oversight / Discipline,Seattle,"If a suspension, demotion, termination, or a transfer identified by the City as disciplinary in nature is challenged, the discipline may be challenged through the Public Safety Civil Service Commission or through the Disciplinary Review Board (DRB), but not through both. A suspension, demotion, termination, or transfer identified by the City as disciplinary in nature cannot be challenged through the grievance procedure. If the Guild believes that a transfer not identified by the City as disciplinary in nature is in fact disciplinary, the Guild’s challenge to the transfer shall be handled through the grievance procedure. The DRB shall determine whether the Chief’s disciplinary decision was for just cause and in compliance with this Agreement and, if not, what the remedy should be. Any issues related to an alleged violation of the collective bargaining agreement must be identified in writing to the Assistant City Attorney assigned the case and the Department’s Human Resources Director no later than forty-five (45) days prior to the first day of the DRB. 
 The Chairperson of the DRB shall be selected from a pool of arbitrators agreed upon by the parties within 30 days after execution of the agreement. The DRB’s decision shall be final and binding, and additional appeals through the grievance process or the Public Safety Civil Service Commission shall be foreclosed.",Allows officers to overturn discipline through binding arbitration.,Contract,12/31/14,3.5.H
Limits Oversight / Discipline,Seattle,"Unless further investigation is deemed necessary, the Chief shall make the final decision as to whether charges should be sustained, and if so, what discipline, if any, should be imposed, after considering the information presented in any due process hearing.",No civilian discipline power,Contract,12/31/14,3.5.F
Limits Oversight / Discipline,Seattle,"Unless pursuant to a court order or by operation of law, access to internal investigation files shall be limited to members of the Office of Professional Accountability, OPA Auditor, Assistant Chiefs, the Legal Advisors, the Departments Human Resources Director, and the Chief of Police. The Chief of Police or his or her designee may authorize access to the officers Captain, and to others only if those others are involved in (1) the disciplinary process; (2) the defense of civil claims; (3) the processing of a public disclosure request; or (4) the conduct of an administrative review.",Prevents the public from accessing information about internal investigations,Contract,12/31/14,3.6.H
Limits Oversight / Discipline,Spokane,"Internal investigation files that do not result in an advanced finding shall not, in any way, be notated in that employee's personnel file and shall not be considered in determining the level of discipline which is appropriate.",Prior investigations with no findings are not notated in officer personnel files nor can they be considered when administering discipline,Contract,12/31/16,25.E.11
Limits Oversight / Discipline,Spokane,All disciplinary decisions will be made by the Chief,No civilian discipline power,Contract,12/31/16,27.4.h
Limits Oversight / Discipline,Spokane,Both parties agree that the carrying out of departmental Policy and Procedures is exclusively the responsibility of the Chief of Police.,No civilian power to determine police policy or procedure,Contract,12/31/16,24.A
Limits Oversight / Discipline,Spokane,The decision and award of the arbitrator shall be final and binding upon both parties.,Allows officers to overturn discipline through binding arbitration,Contract,12/31/16,5.B
Limits Oversight / Discipline,St. Louis,"Discipline of less than sixteen (16) days disciplinary suspension or disciplinary leave, unless accepted by the officer, shall be determined by a Summary Hearing Board (""SHB""). Such discipline shall not be imposed until such time as the SHB reaches its decision in the case. The decision of the SHB shall be final...a SHB panel is selected every six months from a pool of volunteers at all ranks of Police Officer and above.",Limits civilian participation on disciplinary hearing board,Contract,6/30/17,11.4
Limits Oversight / Discipline,St. Louis,"Discipline of sixteen (16) days or more of disciplinary suspension or disciplinary leave, reduction in rank or termination, may be appealed by the officer to the Civil Service Commission. Irrespective of any provisions of Rule 7 of the Police Manual to the contrary, such discipline is determined by the Chief of Police and may be imposed at the time of such determination.",No civilian discipline power,Contract,6/30/17,11.4
Limits Oversight / Discipline,St. Paul,Disciplinary actions may be appealed to either the Civil Service Commission or to an arbitrator.,Allows officers to overturn discipline through binding arbitration,Contract,12/31/15,6.1
Limits Oversight / Discipline,St. Paul,"A civilian review board, commission, or other oversight body shall not have the authority to make a finding of fact or determination regarding a complaint against an officer or impose discipline on an officer.",No civilian discipline power,Contract,12/31/15,PBR 626.89 subd 17
Limits Oversight / Discipline,St. Paul,"The commission makes a recommendation for disposition and discipline to the chief of police following their review. [] In all matters, the chief of police is the final decision making authority.",No civilian discipline power,Contract,12/31/15,SPPD 230.10
Limits Oversight / Discipline,St. Petersburg,"Disciplinary grievances that resulted from an Assistant Chief Chain of Command
 
 Board shall be submitted at Step 1 within twenty (20) calendar days of the
 
 decision.
 
 Disciplinary grievances that resulted from a Chain of Command Board shall be
 
 submitted at Step 2 within twenty (20) calendar days of the decision. If discipline
 
 from the Chain of Command Board followed allegations initiated by an individual or individuals outside of the Police Department, the aggrieved employee may also request a Complaint Review Board, before filing a Step 2 grievance, within
 
 twenty (20) calendar days of the Chain of Command Board's decision. After the
 
 decision is rendered by the Complaint Review Board, the aggrieved employee
 
 may submit the Step 2 grievance within twenty (20) calendar days of the Board's
 
 decision.
 
 The decision of the arbitrator made within the scope of his authority as outlined in Section 2(A) of this Article, shall be final and binding upon the aggrieved
 
 employee or the PBA and the Employer but neither party waives its rights under
 
 state law.",Allows officers to overturn discipline through binding arbitration,Contract,9/30/16,Article 9. Section 1.E
Limits Oversight / Discipline,Stockton,"Such provisions allow the employee suspended, demoted or discharged to file an appeal to the Civil Service Commission. The employee may take any one (1) of the following actions:
 
 c) File a grievance as provided for in Section 8 starting at step two (2) with the Director of Human resources within ten (1 0) business days of written notification of the action, or fourteen (14) business days following the mailing of a written notice by first class mail to the employee's address contained in his/her official personnel records.",Allows officers to overturn discipline through binding arbitration,Contract,6/30/14,7.c
Limits Oversight / Discipline,Tampa,The decision of the arbitrator shall be final and binding upon both parties.,Allows officers to overturn discipline through binding arbitration,Contract,9/30/11,4.4.2
Limits Oversight / Discipline,Toledo,"The decision rendered by the Arbitrator shall not be precedent setting, but will be final and binding on the specific issue involved.",Allows officers to overturn discipline through binding arbitration,Contract,12/31/17,2129.15
Limits Oversight / Discipline,Tucson,"Any investigation or review involving an employee shall be conducted only by the Chief of Police, City Manager or designee, Finance Director, or the City Attorney. ... Assignment of investigators will be made with sensitivity to any personal and professional relationships that may exist.",Limits civilian power to conduct misconduct investigations,Contract,6/30/14,9.1
