"","No","City","Contract Review Status","Complaint form / link to complaint process","Contract URL","State","Available Elsewhere Online?","Slack handle of person interested in reviewing this contract.","Expiration Date","Comments","pdfname","pdf_parsing_success"
"251",NA,"Doral",NA,NA,"http://cityofdoral.granicus.com/MetaViewer.php?view_id=2&clip_id=244&meta_id=33478","FL","Municipal Website",NA,NA,NA,"251-FL-Doral",FALSE
"252",NA,"Fort Lauderdale",NA,NA,"http://www.fortlauderdale.gov/departments/human-resources/human-resources-administration/employee-relations-office-of-professional-standards","FL","Municipal Website",NA,NA,NA,"252-FL-Fort Lauderdale",FALSE
"253",NA,"Fort Myers",NA,NA,"http://gulfcoastpba.com/cba.php","FL","Association or Union Website",NA,NA,NA,"253-FL-Fort Myers",FALSE
"254",NA,"Fort Pierce",NA,NA,"http://www.cityoffortpierce.com/179/Union-Contracts-Civil-Service-Appeals","FL","Municipal Website",NA,NA,NA,"254-FL-Fort Pierce",FALSE
"255",NA,"Gainesville",NA,NA,"https://cityofgainesville.org/Portals/0/hr/PBA%202014-2017.pdf","FL","Municipal Website",NA,NA,NA,"255-FL-Gainesville",FALSE
"256",NA,"Greenacres",NA,NA,"https://www.lris.com/wp-content/uploads/contracts/greenacres_fl_police.pdf","FL","Labor Relations Information Systems",NA,NA,NA,"256-FL-Greenacres",TRUE
"257",NA,"Hallandale",NA,NA,"http://www.hallandalebeachfl.gov/609/Union-Contracts-Pension-Information","FL","Municipal Website",NA,NA,NA,"257-FL-Hallandale",FALSE
"258",NA,"Hollywood",NA,NA,"http://bcpba.org/bcpba-contracts/","FL","Association or Union Website",NA,NA,NA,"258-FL-Hollywood",FALSE
"259",NA,"Jupiter",NA,NA,"http://pbcpba.org/agency-info/contracts-mous/","FL","Association or Union Website",NA,NA,NA,"259-FL-Jupiter",FALSE
"260",NA,"Kissimmee",NA,NA,"https://www.dropbox.com/s/dyclet8u7wgfr29/KissimmeeFL.pdf?dl=0","FL","Not online",NA,NA,NA,"260-FL-Kissimmee",TRUE
"261",NA,"Lakeland",NA,NA,"http://www.wcfpba.org/contracts/lakeland_officers_oct09.pdf","FL","Association or Union Website",NA,NA,NA,"261-FL-Lakeland",FALSE
"262",NA,"Largo",NA,NA,"http://www.suncoastpba.com/docs/contracts/largo-2014-17.pdf","FL","Association or Union Website",NA,NA,NA,"262-FL-Largo",FALSE
"263",NA,"Lauderhill",NA,NA,"http://www.lauderhillpolicepension.org/docs/announcements/FOP-2010-2013.pdf","FL","Association or Union Website",NA,NA,NA,"263-FL-Lauderhill",TRUE
"264",NA,"Margate",NA,NA,"https://margatefl.legistar.com/LegislationDetail.aspx?ID=2705576&GUID=400851F4-50E7-49C4-9971-62FFC3D4E691","FL","Municipal Website",NA,NA,NA,"264-FL-Margate",FALSE
"265",NA,"Melbourne",NA,NA,"http://www.coastalfloridapba.us/melbourne-pd.html","FL","Association or Union Website",NA,NA,NA,"265-FL-Melbourne",FALSE
"266",NA,"Miami Beach",NA,NA,"http://www.miamigov.com/employeerel/pages/labor/union_contracts/FOP%20contract%202015-2018-%20Official.pdf","FL","Municipal Website",NA,NA,NA,"266-FL-Miami Beach",FALSE
"267",NA,"Miami Gardens",NA,NA,"https://www.dropbox.com/s/y56oqtui4szpr5p/Miami%20GardensFL.pdf?dl=0","FL","Not online",NA,NA,NA,"267-FL-Miami Gardens",TRUE
"268",NA,"Miramar",NA,NA,"http://bcpba.org/bcpba-contracts/","FL","Association or Union Website",NA,NA,NA,"268-FL-Miramar",FALSE
"269",NA,"North Miami",NA,NA,"http://www.northmiamifl.gov/Docs/AgendasMinutes/TABJ07102012.pdf","FL","Municipal Website",NA,NA,NA,"269-FL-North Miami",FALSE
"270",NA,"North Miami Beach",NA,NA,"http://www.citynmb.com/index.asp?SEC=55C213F0-0453-46D4-B707-CFE5E2D638C9#{93746125-8761-4C83-BB9C-F90D56015E06}","FL","Municipal Website",NA,NA,NA,"270-FL-North Miami Beach",FALSE
"271",NA,"Ocala",NA,NA,"http://www.ocalafl.org/home/showdocument?id=2477","FL","Municipal Website",NA,NA,NA,"271-FL-Ocala",TRUE
"272",NA,"Ocoee",NA,NA,"http://www.ocoee.org/documentcenter/view/3898","FL","Municipal Website",NA,NA,NA,"272-FL-Ocoee",TRUE
"273",NA,"Ormond Beach",NA,NA,"https://ormondbeach.iqm2.com/Citizens/FileOpen.aspx?Type=30&ID=1144","FL","Municipal Website",NA,NA,NA,"273-FL-Ormond Beach",TRUE
"274",NA,"Oviedo",NA,NA,"http://www.coastalfloridapba.us/oviedo-pd.html","FL","Association or Union Website",NA,NA,NA,"274-FL-Oviedo",FALSE
"275",NA,"Palm Bay",NA,NA,"http://www.palmbayflorida.org/government/departments/human-resources/about-us/union-information","FL","Municipal Website",NA,NA,NA,"275-FL-Palm Bay",FALSE
"276",NA,"Palm Beach Gardens",NA,NA,"https://www.lris.com/wp-content/uploads/contracts/palmbeachgardens_fl_police.pdf","FL","Labor Relations Information Systems",NA,NA,NA,"276-FL-Palm Beach Gardens",TRUE
"277",NA,"Pembroke Pines",NA,NA,"http://bcpba.org/bcpba-contracts/","FL","Association or Union Website",NA,NA,NA,"277-FL-Pembroke Pines",FALSE
"278",NA,"Pensacola",NA,NA,"http://www.cityofpensacola.com/documentcenter/view/7373","FL","Municipal Website",NA,NA,NA,"278-FL-Pensacola",TRUE
"279",NA,"Plantation",NA,NA,"http://plantation.novusagenda.com/agendapublic/AttachmentViewer.ashx?AttachmentID=8053&ItemID=5434","FL","Municipal Website",NA,NA,NA,"279-FL-Plantation",TRUE
"280",NA,"Port Orange",NA,NA,"http://www.coastalfloridapba.us/port-orange--city-of.html","FL","Association or Union Website",NA,NA,NA,"280-FL-Port Orange",FALSE
"281",NA,"Port St. Lucie",NA,NA,"http://www.cityofpsl.com/hr/pdf/union_contracts/","FL","Municipal Website",NA,NA,NA,"281-FL-Port St. Lucie",FALSE
"282",NA,"Sarasota",NA,NA,"http://sarasotagov.org/HR/UnionContracts.cfm","FL","Municipal Website",NA,NA,NA,"282-FL-Sarasota",FALSE
"283",NA,"Sunrise",NA,NA,"https://www.sunrisefl.gov/index.aspx?page=341","FL","Municipal Website",NA,NA,NA,"283-FL-Sunrise",FALSE
"284",NA,"Titusville",NA,NA,"http://www.titusville.com/SIB/files/FOP-Officers%20Agreement%2010012016%20-%2009302019.pdf","FL","Municipal Website",NA,NA,NA,"284-FL-Titusville",FALSE
"285",NA,"West Palm Beach",NA,NA,"http://wpb.org/Departments/Human-Resources/Employee-Relations","FL","Association or Union Website",NA,NA,NA,"285-FL-West Palm Beach",FALSE
"286",NA,"Ames",NA,NA,"https://www.dropbox.com/s/ttdmwt1oubcvtp3/AmesIA.pdf?dl=0","IA","Not online",NA,NA,NA,"286-IA-Ames",TRUE
"287",NA,"Ankeny",NA,NA,"http://www.ankenyiowa.gov/departments/human-resources/employee-handbook-union-contracts","IA","Municipal Website",NA,NA,NA,"287-IA-Ankeny",FALSE
"288",NA,"Bettendorf",NA,NA,"http://www.bettendorf.org/egov/apps/document/center.egov?view=detail&id=2161","IA","Municipal Website",NA,NA,NA,"288-IA-Bettendorf",FALSE
"289",NA,"Cedar Rapids",NA,NA,"http://www.cedar-rapids.org/document_center/HR/Class%20&%20Compensation/Union%20Contracts/Police%20063019.pdf","IA","Municipal Website",NA,NA,NA,"289-IA-Cedar Rapids",FALSE
"290",NA,"Council Bluffs",NA,NA,"https://www.dropbox.com/s/ivbu9nyusc5k0wr/Council%20BluffsIA%20%28updated%29.pdf?dl=0","IA","Municipal Website",NA,NA,NA,"290-IA-Council Bluffs",TRUE
"291",NA,"Davenport",NA,NA,"http://www.cityofdavenportiowa.com/department/division.php?structureid=192","IA","Municipal Website",NA,NA,NA,"291-IA-Davenport",FALSE
"292",NA,"Des Moines",NA,NA,"https://www.dmgov.org/Departments/HumanResources/Pages/ContractsAgreements.aspx","IA","Municipal Website",NA,NA,NA,"292-IA-Des Moines",FALSE
"293",NA,"Dubuque",NA,NA,"http://www.cityofdubuque.org/DocumentCenter/Home/View/2559","IA","Municipal Website",NA,NA,NA,"293-IA-Dubuque",TRUE
"294",NA,"Iowa City",NA,NA,"https://www.icgov.org/city-government/departments-and-divisions/human-resources/policies-contracts-and-pay-plans","IA","Municipal Website",NA,NA,NA,"294-IA-Iowa City",FALSE
"295",NA,"Sioux City",NA,NA,"https://www.sioux-city.org/government/departments-g-p/human-resources/labor-relations-compensation","IA","Municipal Website",NA,NA,NA,"295-IA-Sioux City",FALSE
"296",NA,"West Des Moines",NA,NA,"https://www.lris.com/wp-content/uploads/contracts/westdesmoines_ia_police.pdf","IA","Labor Relations Information Systems",NA,NA,NA,"296-IA-West Des Moines",TRUE
"297",NA,"Boise",NA,NA,"https://www.lris.com/wp-content/uploads/contracts/boise_id_police.pdf","ID","Labor Relations Information Systems",NA,NA,NA,"297-ID-Boise",FALSE
"298",NA,"Pocatello",NA,NA,"https://www.dropbox.com/s/9cr1bzijht2a1g4/PocatelloID.PDF?dl=0","ID","Not online",NA,NA,NA,"298-ID-Pocatello",FALSE
"299",NA,"Addison",NA,NA,"https://www.bettergov.org/addison-police","IL","Media",NA,NA,NA,"299-IL-Addison",FALSE
"300",NA,"Algonquin",NA,NA,"http://www.algonquin.org/egov/documents/1403030828_4462.pdf","IL","Municipal Website",NA,NA,NA,"300-IL-Algonquin",TRUE
"301",NA,"Arlington Heights",NA,NA,"http://www.vah.com/assets/1/documents/2014-2017_Police_Contract.pdf","IL","Municipal Website",NA,NA,NA,"301-IL-Arlington Heights",FALSE
"302",NA,"Aurora",NA,NA,"https://www.bettergov.org/aurora-police","IL","State Website",NA,NA,NA,"302-IL-Aurora",FALSE
"303",NA,"Bartlett",NA,NA,"http://www.village.bartlett.il.us/government/government-transparency","IL","Municipal Website",NA,NA,NA,"303-IL-Bartlett",FALSE
"304",NA,"Belleville",NA,NA,"http://www.belleville.net/DocumentCenter/View/2272","IL","Municipal Website",NA,NA,NA,"304-IL-Belleville",FALSE
"305",NA,"Berwyn",NA,NA,"https://www.bettergov.org/berwyn-police","IL","Media",NA,NA,NA,"305-IL-Berwyn",FALSE
"306",NA,"Bloomington",NA,NA,"http://www.cityblm.org/government/departments/human-resources/labor-contracts","IL","Municipal Website",NA,NA,NA,"306-IL-Bloomington",FALSE
"307",NA,"Bolingbrook",NA,NA,"http://www.bolingbrook.com/union_contracts","IL","Municipal Website",NA,NA,NA,"307-IL-Bolingbrook",FALSE
"308",NA,"Buffalo Grove",NA,NA,"http://www.vbg.org/793/Village-Labor-Agreements","IL","Municipal Website",NA,NA,NA,"308-IL-Buffalo Grove",FALSE
"309",NA,"Calumet City",NA,NA,"https://www.bettergov.org/calumet-city-police","IL","Media",NA,NA,NA,"309-IL-Calumet City",FALSE
"310",NA,"Carol Stream",NA,NA,"https://www.bettergov.org/carol-stream-police","IL","Media",NA,NA,NA,"310-IL-Carol Stream",FALSE
"311",NA,"Carpentersville",NA,NA,"http://www.cville.org/Services/Human-Resources/Collective-Bargaining-Agreements.aspx","IL","Municipal Website",NA,NA,NA,"311-IL-Carpentersville",FALSE
"312",NA,"Champaign",NA,NA,"http://champaignil.gov/hr/jobs/bargaining-units/","IL","Municipal Website",NA,NA,NA,"312-IL-Champaign",FALSE
"313",NA,"Chicago Heights",NA,NA,"https://www.bettergov.org/chicago-heights-police","IL","Media",NA,NA,NA,"313-IL-Chicago Heights",FALSE
"314",NA,"Cicero",NA,NA,"https://www.bettergov.org/cicero-police-patrol","IL","Media",NA,NA,NA,"314-IL-Cicero",FALSE
"315",NA,"Crystal Lake",NA,NA,"http://www.crystallake.org/about-us/website-transparency","IL","Municipal Website",NA,NA,NA,"315-IL-Crystal Lake",FALSE
"316",NA,"Danville",NA,NA,"http://www.cityofdanville.org/human-resources.html","IL","Municipal Website",NA,NA,NA,"316-IL-Danville",FALSE
"317",NA,"Decatur",NA,NA,"https://www.decaturil.gov/departments/human-resources/labor-agreement/","IL","Municipal Website",NA,NA,NA,"317-IL-Decatur",FALSE
"318",NA,"DeKalb",NA,NA,"http://www.cityofdekalb.com/255/Collective-Bargaining-Agreements-Pay-Pla","IL","Municipal Website",NA,NA,NA,"318-IL-DeKalb",FALSE
"319",NA,"Des Plaines",NA,NA,"https://www.bettergov.org/des-plaines-police","IL","Municipal Website",NA,NA,NA,"319-IL-Des Plaines",FALSE
"320",NA,"Downers Grove",NA,NA,"http://www.downers.us/govt/village-managers-office/transparency","IL","Municipal Website","Daniel Riggins",NA,NA,"320-IL-Downers Grove",FALSE
"321",NA,"Elgin",NA,NA,"http://www.cityofelgin.org/DocumentCenter/Index/1852","IL","Municipal Website",NA,NA,NA,"321-IL-Elgin",FALSE
"322",NA,"Elk Grove",NA,NA,"https://www.bettergov.org/elk-grove-police","IL","Media",NA,NA,NA,"322-IL-Elk Grove",FALSE
"323",NA,"Elmhurst",NA,NA,"https://assets.documentcloud.org/documents/2828122/Elmhurst-Police.pdf","IL","Labor Relations Information Systems",NA,NA,NA,"323-IL-Elmhurst",FALSE
"324",NA,"Evanston",NA,NA,"https://www.bettergov.org/evanston-police-telecommunicators-other","IL","Media",NA,NA,NA,"324-IL-Evanston",FALSE
"325",NA,"Galesburg",NA,NA,"http://www.ci.galesburg.il.us/government/human_resources/","IL","Municipal Website",NA,NA,NA,"325-IL-Galesburg",FALSE
"326",NA,"Glendale Heights",NA,NA,"https://web01.glendaleheights.org/myvogh/HR/contracts.html","IL","Municipal Website",NA,NA,NA,"326-IL-Glendale Heights",FALSE
"327",NA,"Glenview",NA,NA,"http://www.glenview.il.us/government/Pages/Salary-Benefits.aspx","IL","Municipal Website",NA,NA,NA,"327-IL-Glenview",FALSE
"328",NA,"Gurnee",NA,NA,"http://www.gurnee.il.us/government/transparency-portal/collective-bargaining-agreements/docs/default-source/human-resources/union-contracts/fopmay2015-april2019","IL","Municipal Website",NA,NA,NA,"328-IL-Gurnee",FALSE
"329",NA,"Hanover Park",NA,NA,"https://www.hanoverparkillinois.org/Services/Human-Resources.aspx","IL","Municipal Website",NA,NA,NA,"329-IL-Hanover Park",FALSE
"330",NA,"Hoffman Estates",NA,NA,"http://www.hoffmanestates.org/government/police/police-collective-bargaining-agreements","IL","Municipal Website",NA,NA,NA,"330-IL-Hoffman Estates",FALSE
"331",NA,"Joliet",NA,NA,"http://cityofjoliet.info/home/showdocument?id=4231","IL","Municipal Website",NA,NA,NA,"331-IL-Joliet",FALSE
"332",NA,"Lombard",NA,NA,"http://www.villageoflombard.org/2914/Union-Contracts","IL","Municipal Website",NA,NA,NA,"332-IL-Lombard",FALSE
"333",NA,"Moline",NA,NA,"http://www.moline.il.us/index.aspx?NID=110","IL","Municipal Website",NA,"6/30/2018 (Rob Blumstein)",NA,"333-IL-Moline",FALSE
"334",NA,"Mount Prospect",NA,NA,"http://www.mountprospect.org/departments/village-administration/human-resources/collective-bargaining-agreements","IL","Municipal Website",NA,NA,NA,"334-IL-Mount Prospect",FALSE
"335",NA,"Mundelein",NA,NA,"http://www.mundelein.org/government/human-resources","IL","Municipal Website",NA,NA,NA,"335-IL-Mundelein",FALSE
"336",NA,"Naperville",NA,NA,"https://www.bettergov.org/naperville-police","IL","State Website",NA,NA,NA,"336-IL-Naperville",FALSE
"337",NA,"Normal",NA,NA,"https://www.normal.org/145/Collective-Bargaining-Agreements","IL","Municipal Website",NA,NA,NA,"337-IL-Normal",FALSE
"338",NA,"North Chicago",NA,NA,"http://www.northchicago.org/index.asp?SEC=29120554-A1AD-467C-B1E8-09DC6EF0B067&DE=F46FE16D-01DE-41B3-81B6-F7733BDA0E9B&Type=B_BASIC","IL","Municipal Website",NA,NA,NA,"338-IL-North Chicago",FALSE
"339",NA,"Northbrook",NA,NA,"https://www.bettergov.org/northbrook-police","IL","Media",NA,NA,NA,"339-IL-Northbrook",FALSE
"340",NA,"Oak Lawn",NA,NA,"http://www.oaklawn-il.gov/government/village-clerk/contracts/-folder-707","IL","Municipal Website",NA,NA,NA,"340-IL-Oak Lawn",FALSE
"341",NA,"Oak Park",NA,NA,"https://www.bettergov.org/oak-park-police","IL","Media",NA,NA,NA,"341-IL-Oak Park",FALSE
"342",NA,"Orlando Park",NA,NA,"https://www.orland-park.il.us/index.aspx?NID=1423","IL","Municipal Website",NA,NA,NA,"342-IL-Orlando Park",FALSE
"343",NA,"Oswego",NA,NA,"http://www.oswegoil.org/MAPContract.pdf","IL","Municipal Website",NA,NA,NA,"343-IL-Oswego",FALSE
"344",NA,"Palatine",NA,NA,"https://www.bettergov.org/palatine-police","IL","Media",NA,NA,NA,"344-IL-Palatine",FALSE
"345",NA,"Park Ridge",NA,NA,"http://www.parkridge.us/documents/default.aspx?CategoryId=26","IL","Municipal Website",NA,NA,NA,"345-IL-Park Ridge",FALSE
"346",NA,"Pekin",NA,NA,"http://www.ci.pekin.il.us/document_center/depts/hr/Union%20Contracts/Union%20Police%20Department%20MAY%201,%202015%20-%20APRIL%2030,%202019.pdf","IL","Municipal Website",NA,NA,NA,"346-IL-Pekin",FALSE
"347",NA,"Peoria",NA,NA,"http://www.peoriagov.org/human-resources/","IL","Municipal Website",NA,NA,NA,"347-IL-Peoria",FALSE
"348",NA,"Plainfield",NA,NA,"http://www.plainfield-il.org/pages/transparency","IL","Municipal Website",NA,NA,NA,"348-IL-Plainfield",FALSE
"349",NA,"Rock Island",NA,NA,"http://www.rigov.org/239/Union-Contracts","IL","Municipal Website",NA,NA,NA,"349-IL-Rock Island",FALSE
"350",NA,"Rockford",NA,NA,"https://rockfordil.gov/city-departments/human-resources/union-contracts/","IL","Municipal Website",NA,NA,NA,"350-IL-Rockford",FALSE
"351",NA,"Romeoville",NA,NA,"https://www.bettergov.org/romeoville-police","IL","Media",NA,NA,NA,"351-IL-Romeoville",FALSE
"352",NA,"Saint Charles",NA,NA,"http://s3.documentcloud.org/documents/838054/st-charles-police.pdf","IL","Other",NA,NA,NA,"352-IL-Saint Charles",FALSE
"353",NA,"Schaumburg",NA,NA,"http://www.villageofschaumburg.com/depts/hr/labor.htm","IL","Municipal Website",NA,NA,NA,"353-IL-Schaumburg",FALSE
"354",NA,"Skokie",NA,NA,"http://www.skokie.org/EmployeeContracts.cfm","IL","Municipal Website",NA,NA,NA,"354-IL-Skokie",FALSE
"355",NA,"Springfield",NA,NA,"http://www.pbpa5.org/secure/Contracts/Contract_12-15.pdf","IL","Municipal Website",NA,NA,NA,"355-IL-Springfield",TRUE
"356",NA,"Tinley Park",NA,NA,"http://www.tinleypark.org/DocumentCenter/View/1464","IL","Municipal Website",NA,NA,NA,"356-IL-Tinley Park",FALSE
"357",NA,"Urbana",NA,NA,"http://www.urbanaillinois.us/labor-contracts","IL","Municipal Website",NA,NA,NA,"357-IL-Urbana",FALSE
"358",NA,"Waukegan",NA,NA,"http://www.waukeganweb.net/index.aspx?NID=144","IL","Municipal Website",NA,NA,NA,"358-IL-Waukegan",FALSE
"359",NA,"Wheaton",NA,NA,"http://www.wheaton.il.us/departments/hr/default.aspx?id=8294","IL","Municipal Website",NA,NA,NA,"359-IL-Wheaton",FALSE
"360",NA,"Wheeling",NA,NA,"http://wheelingil.gov/563/Contracts","IL","Municipal Website",NA,NA,NA,"360-IL-Wheeling",FALSE
"361",NA,"Woodridge",NA,NA,"http://woodridgevillageil.iqm2.com/Citizens/FileOpen.aspx?Type=30&ID=1666","IL","Municipal Website",NA,NA,NA,"361-IL-Woodridge",TRUE
"362",NA,"Carmel",NA,NA,"http://carmel.in.gov/Home/ShowDocument?id=3039","IN","Municipal Website",NA,NA,NA,"362-IN-Carmel",TRUE
"363",NA,"Evansville",NA,NA,"http://www.evansville.in.gov/modules/showdocument.aspx?documentid=21764","IN","Municipal Website",NA,NA,NA,"363-IN-Evansville",FALSE
"364",NA,"Gary",NA,NA,"http://garyfop.com/documents/GPDcontract0709.pdf","IN","Association or Union Website",NA,NA,NA,"364-IN-Gary",TRUE
"365",NA,"Lafeyette",NA,NA,"http://www.lafayette.in.gov/RequestTracker/12796/Agreement%201_1_2016-12_31_2020.pdf","IN","Municipal Website",NA,NA,NA,"365-IN-Lafeyette",FALSE
"366",NA,"Muncie",NA,NA,"http://www.cityofmuncie.com/documents/city_council_agenda_2017/Res._6-17.pdf","IN","Municipal Website",NA,NA,NA,"366-IN-Muncie",TRUE
"367",NA,"Noblesville",NA,NA,"https://www.dropbox.com/s/2pey2fl8dzbl855/NoblesvilleIN.pdf?dl=0","IN","Not online",NA,NA,NA,"367-IN-Noblesville",FALSE
"368",NA,"South Bend",NA,NA,"https://www.dropbox.com/s/09d3iw6awuaa4qw/South%20BendIN.pdf?dl=0","IN","Not online",NA,NA,NA,"368-IN-South Bend",FALSE
"369",NA,"Terre Haute",NA,NA,"https://www.dropbox.com/s/g9zb0yrw0rvegd9/Terre%20HauteIN.pdf?dl=0","IN","Not online",NA,NA,NA,"369-IN-Terre Haute",TRUE
"370",NA,"Kansas City",NA,NA,"http://public.wycokck.org/sites/ugordinancesresolutions/Resolutions/2015/R-109-15.pdf","KS","Municipal Website",NA,NA,NA,"370-KS-Kansas City",FALSE
"371",NA,"Lawrence",NA,NA,"https://www.dropbox.com/s/oos3f1l65iayr0m/LawrenceKS.pdf?dl=0","KS","Not online",NA,NA,NA,"371-KS-Lawrence",FALSE
"372",NA,"Topeka",NA,NA,"https://www.topeka.org/hr/Pages/Union-Contracts.aspx","KS","Municipal Website",NA,NA,NA,"372-KS-Topeka",FALSE
"373",NA,"Wichita",NA,NA,"http://www.wichita.gov/Council/Agendas/12-09-2014%20City%20Council%20Agenda%20Packet.pdf#search=FOP","KS","Municipal Website",NA,NA,NA,"373-KS-Wichita",FALSE
"374",NA,"Bowling Green",NA,NA,"https://www.dropbox.com/s/ydjzvwk1ottfci3/Bowling%20GreenKY.pdf?dl=0","KY","Not online",NA,NA,NA,"374-KY-Bowling Green",FALSE
"375",NA,"Covington",NA,NA,"https://www.covingtonky.gov/Portals/covingtonky/Documents/hr_policy_working%20agreement_fop2011-2015_2014.pdf","KY","Municipal Website",NA,NA,NA,"375-KY-Covington",FALSE
"376",NA,"Lexington",NA,NA,"https://www.dropbox.com/s/99bwj5zte266y47/Lexington%20%28updated%29.pdf?dl=0","KY","Not online",NA,NA,NA,"376-KY-Lexington",FALSE
"377",NA,"Alexandria",NA,NA,"https://www.cityofalexandriala.com/sites/default/files/Officers%20Association%20Working%20Agreement(2016).pdf","LA","Municipal Website",NA,NA,NA,"377-LA-Alexandria",FALSE
"378",NA,"Beverly",NA,NA,"http://www.beverlyma.gov/departments/human-resources/union-labor-contracts/","MA","Municipal Website",NA,NA,NA,"378-MA-Beverly",FALSE
"379",NA,"Brockton",NA,NA,"https://www.dropbox.com/s/0t252quxibrd07i/BrocktonMA%283%29.pdf?dl=0","MA","Not online",NA,NA,NA,"379-MA-Brockton",TRUE
"380",NA,"Cambridge",NA,NA,"https://www.dropbox.com/s/x5o9c3at0har30z/CambridgeMA.pdf?dl=0","MA","Not online",NA,NA,NA,"380-MA-Cambridge",FALSE
"381",NA,"Chicopee",NA,NA,"http://www.chicopeema.gov/693/Collective-Bargaining-Agreements","MA","Municipal Website",NA,NA,NA,"381-MA-Chicopee",FALSE
"382",NA,"Fall River",NA,NA,"https://www.dropbox.com/s/0rhyyh55tbkztq9/Fall%20RiverMA.pdf?dl=0","MA","Not online",NA,NA,NA,"382-MA-Fall River",TRUE
"383",NA,"Fitchburg",NA,NA,"http://www.ci.fitchburg.ma.us/665/Collective-Bargaining-Agreements","MA","Municipal Website",NA,NA,NA,"383-MA-Fitchburg",FALSE
"384",NA,"Framingham",NA,NA,"http://www.framinghamma.gov/608/Collective-Bargaining-Agreements","MA","Municipal Website",NA,NA,NA,"384-MA-Framingham",FALSE
"385",NA,"Haverhill",NA,NA,"http://www.haverhillma.gov/departments/human_resources/contracts.php","MA","Municipal Website",NA,NA,NA,"385-MA-Haverhill",FALSE
"386",NA,"Lowell",NA,NA,"https://www.dropbox.com/s/m3qfdwb78a63mnh/LowellMA.pdf?dl=0","MA","Not online",NA,NA,NA,"386-MA-Lowell",TRUE
"387",NA,"Medford",NA,NA,"https://www.dropbox.com/s/8xiy6fptgomdm04/MedfordMA.pdf?dl=0","MA","Not online",NA,NA,NA,"387-MA-Medford",FALSE
"388",NA,"New Bedford",NA,NA,"https://www.dropbox.com/s/f8pyakpwuu94qxi/New%20BedfordMA.pdf?dl=0","MA","Not online",NA,NA,NA,"388-MA-New Bedford",FALSE
"389",NA,"Newton",NA,NA,"http://www.newtonma.gov/gov/hr/union.asp","MA","Municipal Website",NA,NA,NA,"389-MA-Newton",FALSE
"390",NA,"Peabody",NA,NA,"https://www.dropbox.com/s/a5gk251zv0552aw/PeabodyMA.pdf?dl=0","MA","Municipal Website",NA,NA,NA,"390-MA-Peabody",FALSE
"391",NA,"Plymouth",NA,NA,"https://www.plymouth-ma.gov/human-resources/pages/collective-bargaining-agreements","MA","Municipal Website",NA,NA,NA,"391-MA-Plymouth",FALSE
"392",NA,"Revere",NA,NA,"https://www.dropbox.com/s/oconvhdrimmaf9p/RevereMA.pdf?dl=0","MA","Not online",NA,NA,NA,"392-MA-Revere",FALSE
"393",NA,"Somerville",NA,NA,"https://www.dropbox.com/s/hoj9gcw2mmriese/SomervilleMA.pdf?dl=0","MA","Not online",NA,NA,NA,"393-MA-Somerville",TRUE
"394",NA,"Taunton",NA,NA,"https://www.taunton-ma.gov/mayors-office/pages/union-contracts","MA","Municipal Website",NA,NA,NA,"394-MA-Taunton",FALSE
"395",NA,"Waltham",NA,NA,"https://www.dropbox.com/s/3cahpb3u9qs78iu/WalthamMA.pdf?dl=0","MA","Not online",NA,NA,NA,"395-MA-Waltham",FALSE
"396",NA,"Watertown Town",NA,NA,"http://www.watertown-ma.gov/index.aspx?nid=218","MA","Municipal Website",NA,NA,NA,"396-MA-Watertown Town",FALSE
"397",NA,"Weymouth",NA,NA,"http://www.weymouth.ma.us/human-resources/pages/union-contracts-and-moas-0","MA","Municipal Website",NA,NA,NA,"397-MA-Weymouth",FALSE
"398",NA,"Worcester",NA,NA,"http://www.worcesterma.gov/human-resources/collective-bargaining-agreements","MA","Municipal Website",NA,NA,NA,"398-MA-Worcester",FALSE
"399",NA,"Bowie",NA,NA,"https://www.cityofbowie.org/documentcenter/view/4662","MD","Municipal Website",NA,NA,NA,"399-MD-Bowie",TRUE
"400",NA,"Frederick",NA,NA,"http://www.cityoffrederick.com/924/Collective-Bargaining-Agreements","MD","Municipal Website",NA,NA,NA,"400-MD-Frederick",FALSE
"401",NA,"Rockville",NA,NA,"https://www.dropbox.com/s/4bl5wud7040gh5q/RockvilleMD.pdf?dl=0","MD","Not online",NA,NA,NA,"401-MD-Rockville",FALSE
"402",NA,"Lewiston",NA,NA,"http://www.ci.lewiston.me.us/index.aspx?NID=182","ME","Municipal Website",NA,NA,NA,"402-ME-Lewiston",FALSE
"403",NA,"Portland",NA,NA,"http://www.portlandmaine.gov/256/Unions","ME","Municipal Website",NA,NA,NA,"403-ME-Portland",FALSE
"404",NA,"Ann Arbor",NA,NA,"https://www.a2gov.org/departments/Human-Resources/Pages/Compensation-and-Contracts.aspx","MI","Municipal Website",NA,NA,NA,"404-MI-Ann Arbor",FALSE
"405",NA,"Battle Creek",NA,NA,"http://www.battlecreekmi.gov/199/Current-Contracts","MI","Municipal Website",NA,NA,NA,"405-MI-Battle Creek",FALSE
"406",NA,"Bay City",NA,NA,"http://www.baycitymi.org/400/Union-Contracts","MI","Municipal Website",NA,NA,NA,"406-MI-Bay City",FALSE
"407",NA,"Dearborn",NA,NA,"https://www.dropbox.com/s/f3cnvg4054k0ge3/DearbornMI.pdf?dl=0","MI","Not online",NA,NA,NA,"407-MI-Dearborn",FALSE
